年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
2021,11,20,土,果実総量,40000,,,4863878,368,112.0,104.8
2021,11,20,土,国産果実総量,40001,,,3907558,395,110.4,104.5
2021,11,20,土,国産果実総量,40001,愛　媛,038,679650,317,,
2021,11,20,土,国産果実総量,40001,和歌山,030,519590,294,,
2021,11,20,土,国産果実総量,40001,青　森,002,392100,437,,
2021,11,20,土,国産果実総量,40001,熊　本,043,325577,265,,
2021,11,20,土,国産果実総量,40001,長　崎,042,311871,355,,
2021,11,20,土,国産果実総量,40001,静　岡,022,239838,336,,
2021,11,20,土,国産果実総量,40001,長　野,020,211566,718,,
2021,11,20,土,みかん,40100,,,2210118,276,110.8,99.6
2021,11,20,土,みかん,40100,愛　媛,038,607972,295,,
2021,11,20,土,みかん,40100,和歌山,030,460070,283,,
2021,11,20,土,みかん,40100,長　崎,042,293821,302,,
2021,11,20,土,みかん,40100,熊　本,043,284914,223,,
2021,11,20,土,みかん,40100,静　岡,022,220423,263,,
2021,11,20,土,その他雑かん,41999,,,66390,714,127.7,93.0
2021,11,20,土,りんご計,42000,,,760369,412,109.7,102.2
2021,11,20,土,りんご計,42000,青　森,002,380694,434,,
2021,11,20,土,りんご計,42000,長　野,020,180514,436,,
2021,11,20,土,りんご計,42000,山　形,006,73653,308,,
2021,11,20,土,ジョナゴルド,42505,,,35887,403,92.0,102.0
2021,11,20,土,ジョナゴルド,42505,青　森,002,35590,404,,
2021,11,20,土,王林,42515,,,59560,336,103.6,102.1
2021,11,20,土,王林,42515,青　森,002,43735,348,,
2021,11,20,土,王林,42515,岩　手,003,7715,288,,
2021,11,20,土,ふじ,42804,,,552912,422,110.5,101.4
2021,11,20,土,ふじ,42804,青　森,002,217949,455,,
2021,11,20,土,ふじ,42804,長　野,020,175192,438,,
2021,11,20,土,ふじ,42804,山　形,006,71029,302,,
2021,11,20,土,その他りんご,42999,,,112010,410,116.4,107.0
2021,11,20,土,日本なし計,43000,,,32675,479,251.5,108.4
2021,11,20,土,日本なし計,43000,大　分,044,15335,478,,
2021,11,20,土,日本なし計,43000,鳥　取,031,8120,502,,
2021,11,20,土,日本なし計,43000,新　潟,015,2315,454,,
2021,11,20,土,日本なし計,43000,福　島,007,2164,470,,
2021,11,20,土,新高,43310,,,4850,507,－,－
2021,11,20,土,新高,43310,大　分,044,4850,507,,
2021,11,20,土,その他なし,43401,,,27825,474,214.2,107.2
2021,11,20,土,西洋なし,43499,,,69021,526,112.8,101.0
2021,11,20,土,西洋なし,43499,山　形,006,55811,471,,
2021,11,20,土,かき計,43500,,,536487,335,96.4,95.4
2021,11,20,土,かき計,43500,奈　良,029,132079,345,,
2021,11,20,土,かき計,43500,福　岡,040,81795,319,,
2021,11,20,土,かき計,43500,岐　阜,021,79196,365,,
2021,11,20,土,かき計,43500,和歌山,030,56042,377,,
2021,11,20,土,かき計,43500,新　潟,015,45020,344,,
2021,11,20,土,甘がき,43700,,,407217,344,112.2,98.3
2021,11,20,土,甘がき,43700,奈　良,029,131832,346,,
2021,11,20,土,甘がき,43700,福　岡,040,80693,313,,
2021,11,20,土,甘がき,43700,岐　阜,021,77751,365,,
2021,11,20,土,甘がき,43700,和歌山,030,55779,376,,
2021,11,20,土,渋がき,43751,,,129271,309,66.7,87.8
2021,11,20,土,渋がき,43751,新　潟,015,45020,344,,
2021,11,20,土,渋がき,43751,愛　媛,038,29512,297,,
2021,11,20,土,渋がき,43751,山　形,006,27919,301,,
2021,11,20,土,渋がき,43751,徳　島,036,8670,210,,
2021,11,20,土,もも,44100,,,326,3255,2328.6,47.4
2021,11,20,土,もも,44100,岡　山,033,224,3946,,
2021,11,20,土,もも,44100,山　梨,019,102,1736,,
2021,11,20,土,ぶどう計,45000,,,46924,2094,146.6,93.7
2021,11,20,土,ぶどう計,45000,長　野,020,29158,2455,,
2021,11,20,土,ぶどう計,45000,岡　山,033,8010,2094,,
2021,11,20,土,ぶどう計,45000,青　森,002,6210,565,,
2021,11,20,土,巨峰,45206,,,2280,1723,197.4,112.7
2021,11,20,土,巨峰,45206,長　野,020,1960,1817,,
2021,11,20,土,その他ぶどう,45299,,,44643,2113,144.7,93.5
2021,11,20,土,くり,45700,,,345,878,80.2,89.0
2021,11,20,土,くり,45700,茨　城,008,320,820,,
2021,11,20,土,いちご,46100,,,82417,2126,163.4,101.1
2021,11,20,土,いちご,46100,栃　木,009,29874,1895,,
2021,11,20,土,いちご,46100,愛　知,023,9152,2002,,
2021,11,20,土,いちご,46100,長　崎,042,7737,2229,,
2021,11,20,土,いちご,46100,福　岡,040,7048,2983,,
2021,11,20,土,いちご,46100,佐　賀,041,5923,2360,,
2021,11,20,土,メロン計,47000,,,55782,677,121.6,95.8
2021,11,20,土,メロン計,47000,熊　本,043,23284,542,,
2021,11,20,土,メロン計,47000,静　岡,022,11224,1196,,
2021,11,20,土,メロン計,47000,長　崎,042,9276,451,,
2021,11,20,土,メロン計,47000,高　知,039,5608,747,,
2021,11,20,土,温室メロン,47200,,,33754,769,107.4,98.2
2021,11,20,土,温室メロン,47200,静　岡,022,11224,1196,,
2021,11,20,土,温室メロン,47200,長　崎,042,8464,449,,
2021,11,20,土,温室メロン,47200,熊　本,043,7338,557,,
2021,11,20,土,アンデス,47213,,,4130,488,139.5,95.5
2021,11,20,土,アンデス,47213,熊　本,043,4130,488,,
2021,11,20,土,その他メロン,47299,,,17898,546,155.9,99.3
2021,11,20,土,すいか,48100,,,13267,285,93.1,116.8
2021,11,20,土,すいか,48100,熊　本,043,11232,270,,
2021,11,20,土,キウイフルツ,49300,,,24006,602,169.6,120.4
2021,11,20,土,キウイフルツ,49300,栃　木,009,6087,351,,
2021,11,20,土,キウイフルツ,49300,香　川,037,5455,1051,,
2021,11,20,土,キウイフルツ,49300,福　岡,040,4259,625,,
2021,11,20,土,キウイフルツ,49300,青　森,002,2041,439,,
2021,11,20,土,キウイフルツ,49300,山　梨,019,2005,444,,
2021,11,20,土,他の国産果実,49500,,,9451,911,79.7,94.8
2021,11,20,土,輸入果実計,50000,,,956315,255,119.0,109.9
2021,11,20,土,バナナ,50100,,,558433,162,113.7,102.5
2021,11,20,土,パイナップル,50300,,,87728,175,99.5,98.3
2021,11,20,土,レモン,50400,,,64394,210,205.0,80.2
2021,11,20,土,グレプフルツ,50500,,,20734,173,50.3,123.6
2021,11,20,土,オレンジ,50600,,,44073,238,158.2,101.3
2021,11,20,土,輸入キウイ,50800,,,105547,585,163.1,106.4
2021,11,20,土,輸入メロン,50850,,,4818,298,96.1,103.5
2021,11,20,土,他の輸入果実,50900,,,70594,671,131.2,102.3
