年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
2021,10,12,火,野菜総量,30000,,,14465171,188,88.4,93.5
2021,10,12,火,野菜総量,30000,北海道,001,5007890,141,,
2021,10,12,火,野菜総量,30000,長　野,020,2817022,113,,
2021,10,12,火,野菜総量,30000,群　馬,010,1493747,109,,
2021,10,12,火,野菜総量,30000,茨　城,008,1078216,206,,
2021,10,12,火,野菜総量,30000,青　森,002,510953,180,,
2021,10,12,火,野菜総量,30000,千　葉,012,342329,282,,
2021,10,12,火,野菜総量,30000,岩　手,003,341664,140,,
2021,10,12,火,だいこん,30100,,,1199227,85,96.3,94.4
2021,10,12,火,だいこん,30100,北海道,001,522671,86,,
2021,10,12,火,だいこん,30100,青　森,002,271266,81,,
2021,10,12,火,だいこん,30100,石　川,017,112146,105,,
2021,10,12,火,だいこん,30100,茨　城,008,61930,80,,
2021,10,12,火,かぶ,30200,,,92479,134,118.3,92.4
2021,10,12,火,かぶ,30200,千　葉,012,37855,135,,
2021,10,12,火,かぶ,30200,青　森,002,19377,170,,
2021,10,12,火,かぶ,30200,北海道,001,11555,97,,
2021,10,12,火,かぶ,30200,埼　玉,011,11034,105,,
2021,10,12,火,にんじん,30300,,,1123679,74,111.4,93.7
2021,10,12,火,にんじん,30300,北海道,001,1090804,74,,
2021,10,12,火,ごぼう,30400,,,95327,269,86.2,101.5
2021,10,12,火,ごぼう,30400,青　森,002,37464,257,,
2021,10,12,火,ごぼう,30400,北海道,001,33692,166,,
2021,10,12,火,ごぼう,30400,鹿児島,046,8746,687,,
2021,10,12,火,たけのこ,30500,,,3777,1246,153.9,84.8
2021,10,12,火,たけのこ,30500,高　知,039,3772,1247,,
2021,10,12,火,れんこん,30600,,,92079,372,116.9,97.6
2021,10,12,火,れんこん,30600,茨　城,008,50331,352,,
2021,10,12,火,れんこん,30600,佐　賀,041,11665,283,,
2021,10,12,火,れんこん,30600,徳　島,036,10403,519,,
2021,10,12,火,れんこん,30600,愛　知,023,10340,354,,
2021,10,12,火,はくさい,31100,,,1684661,65,88.5,94.2
2021,10,12,火,はくさい,31100,長　野,020,1534661,66,,
2021,10,12,火,みずな,31300,,,45807,270,89.3,106.7
2021,10,12,火,みずな,31300,茨　城,008,23476,252,,
2021,10,12,火,みずな,31300,福　岡,040,9057,225,,
2021,10,12,火,みずな,31300,滋　賀,025,2465,342,,
2021,10,12,火,みずな,31300,北海道,001,2276,379,,
2021,10,12,火,こまつな,31500,,,140544,204,83.2,109.7
2021,10,12,火,こまつな,31500,茨　城,008,48213,163,,
2021,10,12,火,こまつな,31500,福　岡,040,23062,232,,
2021,10,12,火,こまつな,31500,埼　玉,011,11668,219,,
2021,10,12,火,こまつな,31500,群　馬,010,9175,129,,
2021,10,12,火,こまつな,31500,北海道,001,7090,292,,
2021,10,12,火,その他の菜類,31550,,,3147,347,109.8,99.1
2021,10,12,火,ちんげんさい,31560,,,47992,254,100.0,98.4
2021,10,12,火,ちんげんさい,31560,茨　城,008,14915,210,,
2021,10,12,火,ちんげんさい,31560,静　岡,022,8644,351,,
2021,10,12,火,ちんげんさい,31560,長　野,020,6189,167,,
2021,10,12,火,ちんげんさい,31560,愛　知,023,4398,276,,
2021,10,12,火,ちんげんさい,31560,福　岡,040,2980,295,,
2021,10,12,火,キャベツ,31700,,,2018698,75,88.9,96.2
2021,10,12,火,キャベツ,31700,群　馬,010,1140768,76,,
2021,10,12,火,キャベツ,31700,長　野,020,293541,84,,
2021,10,12,火,キャベツ,31700,北海道,001,207557,71,,
2021,10,12,火,ほうれんそう,31800,,,130494,525,78.4,98.7
2021,10,12,火,ほうれんそう,31800,群　馬,010,28188,447,,
2021,10,12,火,ほうれんそう,31800,岐　阜,021,27422,641,,
2021,10,12,火,ほうれんそう,31800,茨　城,008,23592,465,,
2021,10,12,火,ほうれんそう,31800,北海道,001,11907,512,,
2021,10,12,火,ほうれんそう,31800,栃　木,009,8237,543,,
2021,10,12,火,ねぎ,31900,,,408388,322,76.6,105.6
2021,10,12,火,ねぎ,31900,北海道,001,130042,292,,
2021,10,12,火,ねぎ,31900,秋　田,005,49073,207,,
2021,10,12,火,ねぎ,31900,青　森,002,38104,218,,
2021,10,12,火,ねぎ,31900,長　野,020,34969,275,,
2021,10,12,火,ねぎ,31900,山　形,006,19928,217,,
2021,10,12,火,ふき,32300,,,9,1187,－,－
2021,10,12,火,ふき,32300,宮　崎,045,9,1187,,
2021,10,12,火,うど,32400,,,36,1170,13.6,132.2
2021,10,12,火,うど,32400,茨　城,008,24,1175,,
2021,10,12,火,うど,32400,栃　木,009,12,1161,,
2021,10,12,火,みつば,32500,,,14197,475,107.5,97.9
2021,10,12,火,みつば,32500,愛　知,023,2645,487,,
2021,10,12,火,みつば,32500,茨　城,008,2240,498,,
2021,10,12,火,みつば,32500,千　葉,012,2228,323,,
2021,10,12,火,みつば,32500,大　分,044,2110,453,,
2021,10,12,火,みつば,32500,静　岡,022,1322,543,,
2021,10,12,火,しゅんぎく,32600,,,14876,530,99.6,98.7
2021,10,12,火,しゅんぎく,32600,群　馬,010,2244,487,,
2021,10,12,火,しゅんぎく,32600,福　岡,040,1888,661,,
2021,10,12,火,しゅんぎく,32600,茨　城,008,1301,370,,
2021,10,12,火,しゅんぎく,32600,北海道,001,1159,439,,
2021,10,12,火,しゅんぎく,32600,宮　城,004,1147,586,,
2021,10,12,火,にら,32800,,,62126,636,92.4,100.8
2021,10,12,火,にら,32800,高　知,039,25740,634,,
2021,10,12,火,にら,32800,栃　木,009,8946,727,,
2021,10,12,火,にら,32800,大　分,044,6475,568,,
2021,10,12,火,にら,32800,茨　城,008,5100,629,,
