年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
2021,11,1,月,果実総量,40000,,,4381603,361,112.2,99.7
2021,11,1,月,国産果実総量,40001,,,3650293,389,128.2,97.0
2021,11,1,月,国産果実総量,40001,和歌山,030,772108,299,,
2021,11,1,月,国産果実総量,40001,青　森,002,534814,357,,
2021,11,1,月,国産果実総量,40001,長　崎,042,337228,343,,
2021,11,1,月,国産果実総量,40001,熊　本,043,329229,281,,
2021,11,1,月,国産果実総量,40001,福　岡,040,205913,335,,
2021,11,1,月,国産果実総量,40001,愛　媛,038,181630,292,,
2021,11,1,月,国産果実総量,40001,長　野,020,175750,1092,,
2021,11,1,月,みかん,40100,,,1491479,273,137.8,112.3
2021,11,1,月,みかん,40100,和歌山,030,398427,245,,
2021,11,1,月,みかん,40100,長　崎,042,331185,339,,
2021,11,1,月,みかん,40100,熊　本,043,289627,253,,
2021,11,1,月,みかん,40100,愛　媛,038,138227,271,,
2021,11,1,月,みかん,40100,佐　賀,041,126305,236,,
2021,11,1,月,その他雑かん,41999,,,27532,526,135.8,99.4
2021,11,1,月,りんご計,42000,,,746715,342,119.4,98.6
2021,11,1,月,りんご計,42000,青　森,002,516158,349,,
2021,11,1,月,りんご計,42000,長　野,020,94685,356,,
2021,11,1,月,つがる,42204,,,100,216,4.6,53.1
2021,11,1,月,つがる,42204,青　森,002,100,216,,
2021,11,1,月,ジョナゴルド,42505,,,85623,356,180.5,96.2
2021,11,1,月,ジョナゴルド,42505,岩　手,003,52900,340,,
2021,11,1,月,ジョナゴルド,42505,青　森,002,29270,396,,
2021,11,1,月,王林,42515,,,17249,244,144.6,90.7
2021,11,1,月,王林,42515,山　形,006,5535,229,,
2021,11,1,月,王林,42515,青　森,002,5170,276,,
2021,11,1,月,王林,42515,福　島,007,5039,231,,
2021,11,1,月,ふじ,42804,,,263861,374,117.0,101.6
2021,11,1,月,ふじ,42804,青　森,002,242903,369,,
2021,11,1,月,その他りんご,42999,,,379882,322,112.3,97.0
2021,11,1,月,日本なし計,43000,,,103948,486,61.4,103.0
2021,11,1,月,日本なし計,43000,新　潟,015,61501,478,,
2021,11,1,月,日本なし計,43000,栃　木,009,19551,453,,
2021,11,1,月,日本なし計,43000,大　分,044,6885,494,,
2021,11,1,月,新高,43310,,,4536,413,162.3,95.8
2021,11,1,月,新高,43310,福　島,007,3740,403,,
2021,11,1,月,その他なし,43401,,,99412,490,59.8,103.8
2021,11,1,月,西洋なし,43499,,,105671,446,111.2,99.6
2021,11,1,月,西洋なし,43499,山　形,006,89833,445,,
2021,11,1,月,かき計,43500,,,929938,340,150.9,98.8
2021,11,1,月,かき計,43500,和歌山,030,370344,352,,
2021,11,1,月,かき計,43500,奈　良,029,144028,312,,
2021,11,1,月,かき計,43500,福　岡,040,91761,352,,
2021,11,1,月,かき計,43500,新　潟,015,73771,317,,
2021,11,1,月,かき計,43500,愛　知,023,72022,346,,
2021,11,1,月,甘がき,43700,,,335305,355,124.3,96.7
2021,11,1,月,甘がき,43700,福　岡,040,89792,346,,
2021,11,1,月,甘がき,43700,愛　知,023,71797,345,,
2021,11,1,月,甘がき,43700,岐　阜,021,50289,379,,
2021,11,1,月,甘がき,43700,奈　良,029,45328,340,,
2021,11,1,月,甘がき,43700,和歌山,030,27832,422,,
2021,11,1,月,渋がき,43751,,,594636,333,171.6,102.5
2021,11,1,月,渋がき,43751,和歌山,030,342515,347,,
2021,11,1,月,渋がき,43751,奈　良,029,98700,299,,
2021,11,1,月,渋がき,43751,新　潟,015,73771,317,,
2021,11,1,月,ぶどう計,45000,,,115909,1763,92.5,102.6
2021,11,1,月,ぶどう計,45000,長　野,020,78628,1981,,
2021,11,1,月,ぶどう計,45000,岡　山,033,19452,1672,,
2021,11,1,月,巨峰,45206,,,9097,1525,98.2,104.1
2021,11,1,月,巨峰,45206,長　野,020,8376,1533,,
2021,11,1,月,その他ぶどう,45299,,,106814,1783,92.1,102.5
2021,11,1,月,くり,45700,,,6628,1105,65.8,119.3
2021,11,1,月,くり,45700,茨　城,008,6282,1050,,
2021,11,1,月,いちご,46100,,,14478,2985,132.1,99.3
2021,11,1,月,いちご,46100,栃　木,009,6867,2773,,
2021,11,1,月,いちご,46100,愛　知,023,1958,3286,,
2021,11,1,月,いちご,46100,静　岡,022,937,3482,,
2021,11,1,月,いちご,46100,宮　城,004,888,3364,,
2021,11,1,月,いちご,46100,茨　城,008,839,2828,,
2021,11,1,月,メロン計,47000,,,61416,657,119.3,99.5
2021,11,1,月,メロン計,47000,熊　本,043,21361,521,,
2021,11,1,月,メロン計,47000,北海道,001,16768,567,,
2021,11,1,月,メロン計,47000,静　岡,022,9410,1348,,
2021,11,1,月,メロン計,47000,長　崎,042,5516,425,,
2021,11,1,月,温室メロン,47200,,,30493,783,121.9,99.6
2021,11,1,月,温室メロン,47200,熊　本,043,10723,522,,
2021,11,1,月,温室メロン,47200,静　岡,022,9410,1348,,
2021,11,1,月,温室メロン,47200,長　崎,042,2889,449,,
2021,11,1,月,温室メロン,47200,島　根,032,2708,529,,
2021,11,1,月,アンデス,47213,,,3230,479,797.5,89.5
2021,11,1,月,アンデス,47213,熊　本,043,3030,482,,
2021,11,1,月,その他メロン,47299,,,27693,540,106.2,99.6
2021,11,1,月,すいか,48100,,,11791,331,101.9,96.8
2021,11,1,月,すいか,48100,熊　本,043,9743,292,,
2021,11,1,月,キウイフルツ,49300,,,9246,707,82.0,111.9
2021,11,1,月,キウイフルツ,49300,福　岡,040,4720,735,,
2021,11,1,月,キウイフルツ,49300,香　川,037,1457,1048,,
2021,11,1,月,キウイフルツ,49300,佐　賀,041,956,411,,
2021,11,1,月,キウイフルツ,49300,福　島,007,630,374,,
2021,11,1,月,他の国産果実,49500,,,25552,907,149.1,111.2
2021,11,1,月,輸入果実計,50000,,,731307,222,69.0,86.7
2021,11,1,月,バナナ,50100,,,510447,156,78.8,94.0
2021,11,1,月,パイナップル,50300,,,54326,167,53.3,91.3
2021,11,1,月,レモン,50400,,,27047,227,80.2,86.6
2021,11,1,月,グレプフルツ,50500,,,30199,149,69.6,102.8
2021,11,1,月,オレンジ,50600,,,21359,248,51.4,107.8
2021,11,1,月,輸入キウイ,50800,,,53368,572,41.9,97.1
2021,11,1,月,輸入メロン,50850,,,1161,334,49.7,99.4
2021,11,1,月,他の輸入果実,50900,,,33404,800,53.6,111.6
