年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
2021,11,8,月,果実総量,40000,,,4792506,352,119.5,96.7
2021,11,8,月,国産果実総量,40001,,,3876829,383,122.5,96.7
2021,11,8,月,国産果実総量,40001,和歌山,030,508764,325,,
2021,11,8,月,国産果実総量,40001,愛　媛,038,465898,321,,
2021,11,8,月,国産果実総量,40001,長　崎,042,461114,332,,
2021,11,8,月,国産果実総量,40001,熊　本,043,452631,279,,
2021,11,8,月,国産果実総量,40001,青　森,002,419930,377,,
2021,11,8,月,国産果実総量,40001,福　岡,040,212159,329,,
2021,11,8,月,国産果実総量,40001,奈　良,029,193396,332,,
2021,11,8,月,みかん,40100,,,1962950,289,140.9,103.6
2021,11,8,月,みかん,40100,長　崎,042,456148,326,,
2021,11,8,月,みかん,40100,熊　本,043,407617,250,,
2021,11,8,月,みかん,40100,愛　媛,038,406176,319,,
2021,11,8,月,みかん,40100,和歌山,030,246182,256,,
2021,11,8,月,みかん,40100,佐　賀,041,162105,248,,
2021,11,8,月,その他雑かん,41999,,,29757,629,106.7,124.6
2021,11,8,月,りんご計,42000,,,618839,375,102.1,101.1
2021,11,8,月,りんご計,42000,青　森,002,411365,372,,
2021,11,8,月,りんご計,42000,長　野,020,103800,414,,
2021,11,8,月,ジョナゴルド,42505,,,69050,377,92.1,103.9
2021,11,8,月,ジョナゴルド,42505,青　森,002,48340,385,,
2021,11,8,月,ジョナゴルド,42505,岩　手,003,20710,360,,
2021,11,8,月,王林,42515,,,43460,294,154.3,107.3
2021,11,8,月,王林,42515,長　野,020,17774,317,,
2021,11,8,月,王林,42515,岩　手,003,9520,312,,
2021,11,8,月,王林,42515,青　森,002,7750,298,,
2021,11,8,月,ふじ,42804,,,227465,412,109.8,100.0
2021,11,8,月,ふじ,42804,青　森,002,146324,408,,
2021,11,8,月,ふじ,42804,長　野,020,42518,457,,
2021,11,8,月,その他りんご,42999,,,278864,356,94.5,100.8
2021,11,8,月,日本なし計,43000,,,56521,453,83.6,100.9
2021,11,8,月,日本なし計,43000,栃　木,009,25671,433,,
2021,11,8,月,日本なし計,43000,新　潟,015,23690,472,,
2021,11,8,月,幸水,43203,,,1620,361,－,－
2021,11,8,月,幸水,43203,長　野,020,1620,361,,
2021,11,8,月,二十世紀,43302,,,20,1782,－,－
2021,11,8,月,二十世紀,43302,鳥　取,031,20,1782,,
2021,11,8,月,その他なし,43401,,,54881,456,82.7,101.1
2021,11,8,月,西洋なし,43499,,,85691,448,106.1,96.6
2021,11,8,月,西洋なし,43499,山　形,006,81198,447,,
2021,11,8,月,かき計,43500,,,917386,346,117.1,102.7
2021,11,8,月,かき計,43500,和歌山,030,258085,383,,
2021,11,8,月,かき計,43500,奈　良,029,193181,331,,
2021,11,8,月,かき計,43500,福　岡,040,99613,349,,
2021,11,8,月,かき計,43500,愛　知,023,71565,352,,
2021,11,8,月,かき計,43500,岐　阜,021,54212,378,,
2021,11,8,月,甘がき,43700,,,437279,360,125.7,99.2
2021,11,8,月,甘がき,43700,奈　良,029,102988,362,,
2021,11,8,月,甘がき,43700,福　岡,040,97012,341,,
2021,11,8,月,甘がき,43700,愛　知,023,71565,352,,
2021,11,8,月,甘がき,43700,岐　阜,021,52865,378,,
2021,11,8,月,甘がき,43700,和歌山,030,48209,415,,
2021,11,8,月,渋がき,43751,,,480110,333,110.2,105.4
2021,11,8,月,渋がき,43751,和歌山,030,209877,375,,
2021,11,8,月,渋がき,43751,奈　良,029,90193,295,,
2021,11,8,月,渋がき,43751,新　潟,015,49748,348,,
2021,11,8,月,渋がき,43751,山　形,006,44843,316,,
2021,11,8,月,ぶどう計,45000,,,71378,1843,87.7,99.8
2021,11,8,月,ぶどう計,45000,長　野,020,49722,2085,,
2021,11,8,月,ぶどう計,45000,岡　山,033,8914,1921,,
2021,11,8,月,巨峰,45206,,,6317,1572,80.0,99.2
2021,11,8,月,巨峰,45206,長　野,020,5741,1621,,
2021,11,8,月,その他ぶどう,45299,,,65063,1869,88.5,99.7
2021,11,8,月,くり,45700,,,3150,1362,108.4,95.2
2021,11,8,月,くり,45700,茨　城,008,3130,1356,,
2021,11,8,月,いちご,46100,,,33853,2229,126.6,82.0
2021,11,8,月,いちご,46100,栃　木,009,17264,2073,,
2021,11,8,月,いちご,46100,宮　城,004,4440,2154,,
2021,11,8,月,いちご,46100,愛　知,023,3521,2419,,
2021,11,8,月,いちご,46100,茨　城,008,2127,1980,,
2021,11,8,月,メロン計,47000,,,51284,850,124.0,106.8
2021,11,8,月,メロン計,47000,熊　本,043,25524,577,,
2021,11,8,月,メロン計,47000,静　岡,022,9717,1882,,
2021,11,8,月,メロン計,47000,高　知,039,5133,888,,
2021,11,8,月,メロン計,47000,長　崎,042,3470,393,,
2021,11,8,月,温室メロン,47200,,,34196,987,128.4,105.0
2021,11,8,月,温室メロン,47200,熊　本,043,13901,562,,
2021,11,8,月,温室メロン,47200,静　岡,022,9717,1882,,
2021,11,8,月,温室メロン,47200,高　知,039,4946,888,,
2021,11,8,月,アンデス,47213,,,1730,509,60.3,93.2
2021,11,8,月,アンデス,47213,熊　本,043,1730,509,,
2021,11,8,月,その他メロン,47299,,,15358,585,129.7,110.0
2021,11,8,月,すいか,48100,,,14690,286,206.9,96.9
2021,11,8,月,すいか,48100,熊　本,043,9621,258,,
2021,11,8,月,すいか,48100,沖　縄,047,2015,218,,
2021,11,8,月,すいか,48100,茨　城,008,1578,272,,
2021,11,8,月,キウイフルツ,49300,,,9840,723,47.8,118.7
2021,11,8,月,キウイフルツ,49300,香　川,037,3129,912,,
2021,11,8,月,キウイフルツ,49300,福　岡,040,2750,738,,
2021,11,8,月,キウイフルツ,49300,山　梨,019,1054,469,,
2021,11,8,月,キウイフルツ,49300,栃　木,009,601,304,,
2021,11,8,月,キウイフルツ,49300,宮　崎,045,575,826,,
2021,11,8,月,他の国産果実,49500,,,21502,930,85.0,118.9
2021,11,8,月,輸入果実計,50000,,,915671,221,108.4,90.9
2021,11,8,月,バナナ,50100,,,615498,160,120.5,101.3
2021,11,8,月,パイナップル,50300,,,83190,174,102.2,89.7
2021,11,8,月,レモン,50400,,,50117,211,147.3,84.7
2021,11,8,月,グレプフルツ,50500,,,35989,148,103.3,126.5
2021,11,8,月,オレンジ,50600,,,27584,256,60.9,122.5
2021,11,8,月,輸入キウイ,50800,,,62399,579,84.7,100.9
2021,11,8,月,輸入メロン,50850,,,2808,338,110.0,103.7
2021,11,8,月,他の輸入果実,50900,,,38091,770,61.0,110.5
