年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
2021,11,6,土,野菜総量,30000,,,13937902,205,112.1,101.5
2021,11,6,土,野菜総量,30000,北海道,001,3503596,153,,
2021,11,6,土,野菜総量,30000,茨　城,008,2164686,137,,
2021,11,6,土,野菜総量,30000,千　葉,012,1215197,142,,
2021,11,6,土,野菜総量,30000,長　野,020,1212563,150,,
2021,11,6,土,野菜総量,30000,愛　知,023,580498,263,,
2021,11,6,土,野菜総量,30000,群　馬,010,451979,194,,
2021,11,6,土,野菜総量,30000,青　森,002,422677,199,,
2021,11,6,土,だいこん,30100,,,1494637,64,120.6,98.5
2021,11,6,土,だいこん,30100,千　葉,012,556202,64,,
2021,11,6,土,だいこん,30100,長　崎,042,138847,56,,
2021,11,6,土,だいこん,30100,青　森,002,128447,56,,
2021,11,6,土,だいこん,30100,石　川,017,121003,86,,
2021,11,6,土,だいこん,30100,神奈川,014,118288,73,,
2021,11,6,土,かぶ,30200,,,134376,120,115.2,96.8
2021,11,6,土,かぶ,30200,千　葉,012,51404,135,,
2021,11,6,土,かぶ,30200,福　岡,040,21847,91,,
2021,11,6,土,かぶ,30200,埼　玉,011,16066,97,,
2021,11,6,土,かぶ,30200,北海道,001,10022,92,,
2021,11,6,土,かぶ,30200,京　都,026,7753,160,,
2021,11,6,土,にんじん,30300,,,828057,106,104.1,100.0
2021,11,6,土,にんじん,30300,北海道,001,635492,101,,
2021,11,6,土,にんじん,30300,青　森,002,93283,113,,
2021,11,6,土,ごぼう,30400,,,129988,202,86.1,105.8
2021,11,6,土,ごぼう,30400,青　森,002,68061,186,,
2021,11,6,土,ごぼう,30400,北海道,001,39615,123,,
2021,11,6,土,たけのこ,30500,,,648,1428,79.6,99.1
2021,11,6,土,たけのこ,30500,高　知,039,648,1428,,
2021,11,6,土,れんこん,30600,,,93636,415,108.6,100.7
2021,11,6,土,れんこん,30600,茨　城,008,53500,408,,
2021,11,6,土,れんこん,30600,佐　賀,041,13081,319,,
2021,11,6,土,れんこん,30600,徳　島,036,9192,548,,
2021,11,6,土,はくさい,31100,,,2048399,55,121.9,98.2
2021,11,6,土,はくさい,31100,茨　城,008,827003,48,,
2021,11,6,土,はくさい,31100,長　野,020,713820,60,,
2021,11,6,土,はくさい,31100,大　分,044,144554,62,,
2021,11,6,土,みずな,31300,,,44061,380,108.1,96.7
2021,11,6,土,みずな,31300,茨　城,008,23538,366,,
2021,11,6,土,みずな,31300,福　岡,040,8257,365,,
2021,11,6,土,みずな,31300,埼　玉,011,2542,344,,
2021,11,6,土,みずな,31300,滋　賀,025,2318,375,,
2021,11,6,土,こまつな,31500,,,118832,218,116.6,100.0
2021,11,6,土,こまつな,31500,茨　城,008,42301,200,,
2021,11,6,土,こまつな,31500,福　岡,040,24510,214,,
2021,11,6,土,こまつな,31500,埼　玉,011,9950,208,,
2021,11,6,土,こまつな,31500,北海道,001,6760,249,,
2021,11,6,土,こまつな,31500,岐　阜,021,3600,300,,
