年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
2021,10,7,木,野菜総量,30000,,,17298029,212,123.9,98.1
2021,10,7,木,野菜総量,30000,北海道,001,5834164,165,,
2021,10,7,木,野菜総量,30000,長　野,020,3725570,131,,
2021,10,7,木,野菜総量,30000,群　馬,010,1751813,135,,
2021,10,7,木,野菜総量,30000,茨　城,008,1003132,263,,
2021,10,7,木,野菜総量,30000,青　森,002,781992,231,,
2021,10,7,木,野菜総量,30000,岩　手,003,456379,174,,
2021,10,7,木,野菜総量,30000,千　葉,012,379041,307,,
2021,10,7,木,だいこん,30100,,,1351753,114,115.2,98.3
2021,10,7,木,だいこん,30100,北海道,001,633217,115,,
2021,10,7,木,だいこん,30100,青　森,002,381829,113,,
2021,10,7,木,だいこん,30100,石　川,017,98770,132,,
2021,10,7,木,かぶ,30200,,,89867,143,107.5,96.6
2021,10,7,木,かぶ,30200,千　葉,012,40154,131,,
2021,10,7,木,かぶ,30200,青　森,002,21532,186,,
2021,10,7,木,かぶ,30200,埼　玉,011,13902,107,,
2021,10,7,木,にんじん,30300,,,1116860,83,123.5,94.3
2021,10,7,木,にんじん,30300,北海道,001,1085603,83,,
2021,10,7,木,ごぼう,30400,,,132082,289,119.1,101.8
2021,10,7,木,ごぼう,30400,青　森,002,74845,247,,
2021,10,7,木,ごぼう,30400,北海道,001,17700,178,,
2021,10,7,木,ごぼう,30400,鹿児島,046,14596,715,,
2021,10,7,木,たけのこ,30500,,,47,1569,2350.0,279.2
2021,10,7,木,たけのこ,30500,高　知,039,44,1645,,
2021,10,7,木,れんこん,30600,,,92526,391,98.3,97.8
2021,10,7,木,れんこん,30600,茨　城,008,45681,375,,
2021,10,7,木,れんこん,30600,佐　賀,041,18971,327,,
2021,10,7,木,れんこん,30600,徳　島,036,10762,537,,
2021,10,7,木,はくさい,31100,,,2222980,81,157.9,86.2
2021,10,7,木,はくさい,31100,長　野,020,2003197,83,,
2021,10,7,木,みずな,31300,,,57727,279,121.9,86.9
2021,10,7,木,みずな,31300,茨　城,008,33347,266,,
2021,10,7,木,みずな,31300,福　岡,040,11388,232,,
2021,10,7,木,みずな,31300,埼　玉,011,2303,252,,
2021,10,7,木,こまつな,31500,,,182275,230,123.4,82.1
2021,10,7,木,こまつな,31500,茨　城,008,63759,190,,
2021,10,7,木,こまつな,31500,福　岡,040,36213,230,,
2021,10,7,木,こまつな,31500,群　馬,010,18625,181,,
2021,10,7,木,こまつな,31500,埼　玉,011,12165,257,,
2021,10,7,木,こまつな,31500,北海道,001,7625,324,,
2021,10,7,木,その他の菜類,31550,,,2813,410,105.4,97.6
2021,10,7,木,ちんげんさい,31560,,,50878,278,112.3,90.6
2021,10,7,木,ちんげんさい,31560,茨　城,008,12536,247,,
2021,10,7,木,ちんげんさい,31560,静　岡,022,11420,337,,
2021,10,7,木,ちんげんさい,31560,長　野,020,7560,194,,
2021,10,7,木,ちんげんさい,31560,愛　知,023,3235,285,,
