年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
2021,10,28,木,果実総量,40000,,,4657773,362,140.4,96.8
2021,10,28,木,国産果実総量,40001,,,3729263,390,140.7,96.5
2021,10,28,木,国産果実総量,40001,和歌山,030,744162,284,,
2021,10,28,木,国産果実総量,40001,青　森,002,509523,356,,
2021,10,28,木,国産果実総量,40001,熊　本,043,285369,235,,
2021,10,28,木,国産果実総量,40001,長　野,020,262178,962,,
2021,10,28,木,国産果実総量,40001,奈　良,029,217155,278,,
2021,10,28,木,国産果実総量,40001,愛　媛,038,216325,254,,
2021,10,28,木,国産果実総量,40001,福　岡,040,215270,338,,
2021,10,28,木,みかん,40100,,,1397763,240,148.8,109.6
2021,10,28,木,みかん,40100,和歌山,030,420548,237,,
2021,10,28,木,みかん,40100,熊　本,043,252055,210,,
2021,10,28,木,みかん,40100,愛　媛,038,187855,238,,
2021,10,28,木,みかん,40100,佐　賀,041,150710,210,,
2021,10,28,木,みかん,40100,福　岡,040,119241,310,,
2021,10,28,木,その他雑かん,41999,,,19126,593,128.2,111.5
2021,10,28,木,りんご計,42000,,,766459,344,114.3,103.3
2021,10,28,木,りんご計,42000,青　森,002,489248,347,,
2021,10,28,木,りんご計,42000,長　野,020,149954,361,,
2021,10,28,木,ジョナゴルド,42505,,,54087,344,90.3,99.7
2021,10,28,木,ジョナゴルド,42505,岩　手,003,48630,346,,
2021,10,28,木,王林,42515,,,12802,247,197.6,104.7
2021,10,28,木,王林,42515,福　島,007,4200,204,,
2021,10,28,木,王林,42515,長　野,020,4195,301,,
2021,10,28,木,王林,42515,山　形,006,3877,230,,
2021,10,28,木,ふじ,42804,,,317240,370,113.0,101.4
2021,10,28,木,ふじ,42804,青　森,002,308660,371,,
2021,10,28,木,その他りんご,42999,,,382330,327,118.4,107.2
2021,10,28,木,日本なし計,43000,,,205251,462,122.2,97.5
2021,10,28,木,日本なし計,43000,新　潟,015,65640,463,,
2021,10,28,木,日本なし計,43000,大　分,044,58260,483,,
2021,10,28,木,日本なし計,43000,栃　木,009,41090,436,,
2021,10,28,木,新高,43310,,,7714,374,81.0,94.0
2021,10,28,木,新高,43310,福　島,007,4210,384,,
2021,10,28,木,新高,43310,愛　知,023,790,417,,
2021,10,28,木,新高,43310,大　分,044,750,389,,
2021,10,28,木,新高,43310,宮　城,004,670,333,,
2021,10,28,木,その他なし,43401,,,197537,466,124.6,97.3
