年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
2021,10,18,月,野菜総量,30000,,,17476546,174,116.0,96.1
2021,10,18,月,野菜総量,30000,北海道,001,5718104,138,,
2021,10,18,月,野菜総量,30000,長　野,020,3784537,88,,
2021,10,18,月,野菜総量,30000,群　馬,010,1659929,111,,
2021,10,18,月,野菜総量,30000,茨　城,008,1230621,180,,
2021,10,18,月,野菜総量,30000,青　森,002,722045,186,,
2021,10,18,月,野菜総量,30000,千　葉,012,468024,235,,
2021,10,18,月,野菜総量,30000,熊　本,043,427932,375,,
2021,10,18,月,だいこん,30100,,,1307029,76,97.0,100.0
2021,10,18,月,だいこん,30100,北海道,001,458850,72,,
2021,10,18,月,だいこん,30100,青　森,002,347413,76,,
2021,10,18,月,だいこん,30100,石　川,017,131769,94,,
2021,10,18,月,だいこん,30100,千　葉,012,114435,71,,
2021,10,18,月,かぶ,30200,,,101859,130,103.9,103.2
2021,10,18,月,かぶ,30200,千　葉,012,45821,124,,
2021,10,18,月,かぶ,30200,青　森,002,15744,165,,
2021,10,18,月,かぶ,30200,埼　玉,011,11567,100,,
2021,10,18,月,かぶ,30200,北海道,001,9682,125,,
2021,10,18,月,にんじん,30300,,,1249908,65,136.2,94.2
2021,10,18,月,にんじん,30300,北海道,001,1215684,65,,
2021,10,18,月,ごぼう,30400,,,161267,237,115.1,101.3
2021,10,18,月,ごぼう,30400,青　森,002,109512,205,,
2021,10,18,月,ごぼう,30400,北海道,001,24478,144,,
2021,10,18,月,たけのこ,30500,,,3484,1074,89.1,99.8
2021,10,18,月,たけのこ,30500,高　知,039,3484,1074,,
2021,10,18,月,れんこん,30600,,,72778,366,73.6,102.8
2021,10,18,月,れんこん,30600,茨　城,008,40135,340,,
2021,10,18,月,れんこん,30600,佐　賀,041,9511,300,,
2021,10,18,月,れんこん,30600,徳　島,036,8841,499,,
2021,10,18,月,はくさい,31100,,,2789423,51,121.8,96.2
2021,10,18,月,はくさい,31100,長　野,020,2527435,50,,
2021,10,18,月,みずな,31300,,,45839,289,102.8,106.6
2021,10,18,月,みずな,31300,茨　城,008,26651,263,,
2021,10,18,月,みずな,31300,福　岡,040,8712,289,,
2021,10,18,月,みずな,31300,北海道,001,1922,357,,
2021,10,18,月,こまつな,31500,,,136609,180,97.5,109.8
2021,10,18,月,こまつな,31500,茨　城,008,50533,155,,
2021,10,18,月,こまつな,31500,福　岡,040,25563,165,,
2021,10,18,月,こまつな,31500,埼　玉,011,10240,209,,
2021,10,18,月,こまつな,31500,群　馬,010,9376,145,,
2021,10,18,月,こまつな,31500,北海道,001,7130,248,,
2021,10,18,月,その他の菜類,31550,,,5889,290,193.7,82.2
2021,10,18,月,ちんげんさい,31560,,,44261,221,93.0,101.4
2021,10,18,月,ちんげんさい,31560,茨　城,008,11553,204,,
