年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
2021,10,11,月,果実総量,40000,,,4922803,359,111.8,91.8
2021,10,11,月,国産果実総量,40001,,,4100774,385,118.7,90.2
2021,10,11,月,国産果実総量,40001,和歌山,030,890755,286,,
2021,10,11,月,国産果実総量,40001,熊　本,043,556852,174,,
2021,10,11,月,国産果実総量,40001,青　森,002,500178,355,,
2021,10,11,月,国産果実総量,40001,長　野,020,349233,924,,
2021,10,11,月,国産果実総量,40001,長　崎,042,286007,215,,
2021,10,11,月,国産果実総量,40001,奈　良,029,275622,246,,
2021,10,11,月,国産果実総量,40001,愛　媛,038,215117,205,,
2021,10,11,月,みかん,40100,,,1514369,205,145.0,95.3
2021,10,11,月,みかん,40100,熊　本,043,533912,164,,
2021,10,11,月,みかん,40100,長　崎,042,273230,214,,
2021,10,11,月,みかん,40100,和歌山,030,205098,292,,
2021,10,11,月,みかん,40100,愛　媛,038,196997,187,,
2021,10,11,月,みかん,40100,三　重,024,122169,243,,
2021,10,11,月,その他雑かん,41999,,,30464,503,152.8,82.1
2021,10,11,月,りんご計,42000,,,853655,347,104.2,97.5
2021,10,11,月,りんご計,42000,青　森,002,492390,352,,
2021,10,11,月,りんご計,42000,長　野,020,206637,370,,
2021,10,11,月,つがる,42204,,,7671,210,38.5,79.5
2021,10,11,月,つがる,42204,青　森,002,5790,214,,
2021,10,11,月,つがる,42204,北海道,001,1287,195,,
2021,10,11,月,ジョナゴルド,42505,,,24030,369,142.2,95.8
2021,10,11,月,ジョナゴルド,42505,岩　手,003,23820,370,,
2021,10,11,月,王林,42515,,,406,258,－,－
2021,10,11,月,王林,42515,福　島,007,406,258,,
2021,10,11,月,ふじ,42804,,,367679,368,125.9,99.2
2021,10,11,月,ふじ,42804,青　森,002,330188,377,,
2021,10,11,月,その他りんご,42999,,,453868,331,92.5,94.8
2021,10,11,月,日本なし計,43000,,,127438,420,62.5,92.7
2021,10,11,月,日本なし計,43000,栃　木,009,34650,445,,
2021,10,11,月,日本なし計,43000,福　島,007,29490,383,,
2021,10,11,月,日本なし計,43000,大　分,044,13870,434,,
2021,10,11,月,日本なし計,43000,新　潟,015,12995,453,,
2021,10,11,月,日本なし計,43000,富　山,016,8850,407,,
2021,10,11,月,豊水,43205,,,4200,441,52.6,98.4
2021,10,11,月,豊水,43205,大　分,044,3880,439,,
2021,10,11,月,二十世紀,43302,,,890,249,108.5,70.9
