年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
2021,12,16,木,野菜総量,30000,,,15618007,218,111.8,104.3
2021,12,16,木,野菜総量,30000,北海道,001,2287019,197,,
2021,12,16,木,野菜総量,30000,茨　城,008,2029131,129,,
2021,12,16,木,野菜総量,30000,千　葉,012,1586623,133,,
2021,12,16,木,野菜総量,30000,愛　知,023,1499065,156,,
2021,12,16,木,野菜総量,30000,熊　本,043,860552,326,,
2021,12,16,木,野菜総量,30000,長　崎,042,684957,176,,
2021,12,16,木,野菜総量,30000,宮　崎,045,570698,288,,
2021,12,16,木,だいこん,30100,,,1223238,56,106.6,101.8
2021,12,16,木,だいこん,30100,千　葉,012,390248,52,,
2021,12,16,木,だいこん,30100,神奈川,014,303126,56,,
2021,12,16,木,だいこん,30100,長　崎,042,113786,57,,
2021,12,16,木,だいこん,30100,鹿児島,046,111481,55,,
2021,12,16,木,だいこん,30100,和歌山,030,78918,63,,
2021,12,16,木,かぶ,30200,,,168167,108,102.1,98.2
2021,12,16,木,かぶ,30200,千　葉,012,70405,114,,
2021,12,16,木,かぶ,30200,福　岡,040,23952,80,,
2021,12,16,木,かぶ,30200,京　都,026,22486,133,,
2021,12,16,木,かぶ,30200,埼　玉,011,16014,81,,
2021,12,16,木,かぶ,30200,石　川,017,6582,137,,
2021,12,16,木,にんじん,30300,,,1168456,101,133.7,99.0
2021,12,16,木,にんじん,30300,千　葉,012,549887,92,,
2021,12,16,木,にんじん,30300,長　崎,042,161443,72,,
2021,12,16,木,にんじん,30300,愛　知,023,129510,104,,
2021,12,16,木,にんじん,30300,香　川,037,98448,247,,
2021,12,16,木,ごぼう,30400,,,214651,252,182.2,92.0
2021,12,16,木,ごぼう,30400,青　森,002,129958,194,,
2021,12,16,木,ごぼう,30400,北海道,001,24564,108,,
2021,12,16,木,ごぼう,30400,茨　城,008,19601,170,,
2021,12,16,木,たけのこ,30500,,,2353,2195,142.3,102.5
2021,12,16,木,たけのこ,30500,鹿児島,046,411,4607,,
2021,12,16,木,たけのこ,30500,京　都,026,206,1890,,
2021,12,16,木,たけのこ,30500,福　岡,040,169,3393,,
2021,12,16,木,たけのこ,30500,熊　本,043,37,2219,,
2021,12,16,木,たけのこ,30500,大　阪,027,18,2892,,
2021,12,16,木,れんこん,30600,,,95081,471,108.7,100.6
2021,12,16,木,れんこん,30600,茨　城,008,49320,493,,
2021,12,16,木,れんこん,30600,佐　賀,041,17983,358,,
2021,12,16,木,れんこん,30600,徳　島,036,12864,572,,
2021,12,16,木,はくさい,31100,,,2114797,40,114.4,102.6
2021,12,16,木,はくさい,31100,茨　城,008,1189529,36,,
2021,12,16,木,はくさい,31100,大　分,044,193739,40,,
2021,12,16,木,はくさい,31100,鹿児島,046,127756,40,,
2021,12,16,木,はくさい,31100,兵　庫,028,114258,57,,
2021,12,16,木,はくさい,31100,和歌山,030,92714,48,,
2021,12,16,木,みずな,31300,,,56574,351,116.3,95.9
2021,12,16,木,みずな,31300,茨　城,008,34605,344,,
2021,12,16,木,みずな,31300,福　岡,040,6731,394,,
2021,12,16,木,みずな,31300,滋　賀,025,3362,379,,
2021,12,16,木,みずな,31300,兵　庫,028,2667,176,,
2021,12,16,木,こまつな,31500,,,121346,298,124.5,95.5
2021,12,16,木,こまつな,31500,茨　城,008,47140,307,,
2021,12,16,木,こまつな,31500,福　岡,040,24808,298,,
2021,12,16,木,こまつな,31500,埼　玉,011,11383,255,,
2021,12,16,木,こまつな,31500,広　島,034,3727,427,,
2021,12,16,木,こまつな,31500,群　馬,010,3686,275,,
2021,12,16,木,その他の菜類,31550,,,6743,356,126.3,119.9
2021,12,16,木,ちんげんさい,31560,,,38282,276,105.9,98.9
2021,12,16,木,ちんげんさい,31560,静　岡,022,12819,289,,
2021,12,16,木,ちんげんさい,31560,茨　城,008,10654,278,,
2021,12,16,木,ちんげんさい,31560,愛　知,023,3650,241,,
2021,12,16,木,ちんげんさい,31560,福　岡,040,1991,316,,
2021,12,16,木,ちんげんさい,31560,宮　城,004,1635,200,,
2021,12,16,木,キャベツ,31700,,,1802354,54,97.3,101.9
2021,12,16,木,キャベツ,31700,愛　知,023,944474,48,,
2021,12,16,木,キャベツ,31700,千　葉,012,220266,57,,
2021,12,16,木,キャベツ,31700,茨　城,008,109077,60,,
2021,12,16,木,キャベツ,31700,神奈川,014,83902,52,,
2021,12,16,木,キャベツ,31700,福　岡,040,55416,68,,
2021,12,16,木,ほうれんそう,31800,,,212065,432,121.4,97.5
2021,12,16,木,ほうれんそう,31800,群　馬,010,63841,402,,
2021,12,16,木,ほうれんそう,31800,茨　城,008,39924,443,,
2021,12,16,木,ほうれんそう,31800,福　岡,040,31504,439,,
2021,12,16,木,ほうれんそう,31800,徳　島,036,15793,394,,
2021,12,16,木,ほうれんそう,31800,埼　玉,011,9243,447,,
2021,12,16,木,ねぎ,31900,,,614015,298,126.1,95.2
2021,12,16,木,ねぎ,31900,茨　城,008,78377,208,,
2021,12,16,木,ねぎ,31900,千　葉,012,70881,255,,
2021,12,16,木,ねぎ,31900,群　馬,010,60224,248,,
2021,12,16,木,ねぎ,31900,埼　玉,011,52106,308,,
2021,12,16,木,ねぎ,31900,大　分,044,49226,373,,
2021,12,16,木,ふき,32300,,,5415,296,91.8,94.3
2021,12,16,木,ふき,32300,愛　知,023,3892,267,,
2021,12,16,木,ふき,32300,大　阪,027,564,385,,
2021,12,16,木,うど,32400,,,600,740,61.3,98.5
2021,12,16,木,うど,32400,栃　木,009,374,774,,
2021,12,16,木,うど,32400,群　馬,010,166,748,,
2021,12,16,木,みつば,32500,,,12521,730,99.2,108.8
2021,12,16,木,みつば,32500,愛　知,023,2418,763,,
2021,12,16,木,みつば,32500,千　葉,012,2164,594,,
2021,12,16,木,みつば,32500,大　分,044,1695,551,,
2021,12,16,木,みつば,32500,静　岡,022,1313,773,,
2021,12,16,木,みつば,32500,茨　城,008,1284,1031,,
2021,12,16,木,しゅんぎく,32600,,,34136,525,98.1,100.8
2021,12,16,木,しゅんぎく,32600,福　岡,040,5974,486,,
2021,12,16,木,しゅんぎく,32600,千　葉,012,5147,589,,
2021,12,16,木,しゅんぎく,32600,大　阪,027,3106,376,,
2021,12,16,木,しゅんぎく,32600,群　馬,010,2831,544,,
2021,12,16,木,しゅんぎく,32600,茨　城,008,2529,486,,
2021,12,16,木,にら,32800,,,64731,882,107.4,99.8
2021,12,16,木,にら,32800,高　知,039,26978,934,,
2021,12,16,木,にら,32800,栃　木,009,9792,943,,
2021,12,16,木,にら,32800,宮　崎,045,7345,780,,
2021,12,16,木,にら,32800,大　分,044,5555,720,,
2021,12,16,木,にら,32800,茨　城,008,4844,857,,
2021,12,16,木,セルリー,32900,,,62330,182,106.7,96.8
2021,12,16,木,セルリー,32900,静　岡,022,30057,182,,
2021,12,16,木,セルリー,32900,福　岡,040,18503,185,,
2021,12,16,木,セルリー,32900,愛　知,023,6131,154,,
2021,12,16,木,アスパラガス,33100,,,11741,1120,94.0,105.4
2021,12,16,木,アスパラガス,33100,岩　手,003,358,2474,,
2021,12,16,木,アスパラガス,33100,青　森,002,280,862,,
2021,12,16,木,アスパラガス,33100,北海道,001,118,2403,,
2021,12,16,木,アスパラガス,33100,秋　田,005,60,2178,,
2021,12,16,木,アスパラガス,33100,山　形,006,16,2589,,
2021,12,16,木,　　うち輸入,33101,,,10881,1059,92.0,107.1
2021,12,16,木,カリフラワー,33200,,,49640,232,107.7,97.5
2021,12,16,木,カリフラワー,33200,熊　本,043,11773,209,,
2021,12,16,木,カリフラワー,33200,徳　島,036,10138,261,,
2021,12,16,木,カリフラワー,33200,埼　玉,011,6477,294,,
