年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
2021,12,10,金,野菜総量,30000,,,11917698,208,81.2,96.7
2021,12,10,金,野菜総量,30000,北海道,001,2475119,182,,
2021,12,10,金,野菜総量,30000,茨　城,008,1568041,128,,
2021,12,10,金,野菜総量,30000,愛　知,023,1142375,144,,
2021,12,10,金,野菜総量,30000,千　葉,012,1043748,133,,
2021,12,10,金,野菜総量,30000,熊　本,043,525155,323,,
2021,12,10,金,野菜総量,30000,長　崎,042,491734,156,,
2021,12,10,金,野菜総量,30000,宮　崎,045,369855,279,,
2021,12,10,金,だいこん,30100,,,878723,52,61.6,100.0
2021,12,10,金,だいこん,30100,千　葉,012,226490,44,,
2021,12,10,金,だいこん,30100,神奈川,014,212781,49,,
2021,12,10,金,だいこん,30100,長　崎,042,93997,50,,
2021,12,10,金,だいこん,30100,和歌山,030,84804,60,,
2021,12,10,金,だいこん,30100,鹿児島,046,74975,48,,
2021,12,10,金,かぶ,30200,,,123377,113,76.5,102.7
2021,12,10,金,かぶ,30200,千　葉,012,41972,122,,
2021,12,10,金,かぶ,30200,福　岡,040,20836,82,,
2021,12,10,金,かぶ,30200,京　都,026,19888,130,,
2021,12,10,金,かぶ,30200,埼　玉,011,13148,85,,
2021,12,10,金,かぶ,30200,徳　島,036,6496,126,,
2021,12,10,金,にんじん,30300,,,827691,88,83.9,97.8
2021,12,10,金,にんじん,30300,千　葉,012,372909,87,,
2021,12,10,金,にんじん,30300,長　崎,042,136461,69,,
2021,12,10,金,にんじん,30300,愛　知,023,92145,94,,
2021,12,10,金,にんじん,30300,香　川,037,42601,178,,
2021,12,10,金,にんじん,30300,熊　本,043,40545,68,,
2021,12,10,金,ごぼう,30400,,,102726,252,48.5,114.0
2021,12,10,金,ごぼう,30400,青　森,002,60914,195,,
2021,12,10,金,ごぼう,30400,北海道,001,17633,116,,
2021,12,10,金,ごぼう,30400,茨　城,008,6129,233,,
2021,12,10,金,たけのこ,30500,,,1204,1694,156.8,89.0
2021,12,10,金,たけのこ,30500,鹿児島,046,249,2170,,
2021,12,10,金,たけのこ,30500,京　都,026,170,828,,
2021,12,10,金,たけのこ,30500,静　岡,022,148,2130,,
2021,12,10,金,たけのこ,30500,徳　島,036,62,2726,,
2021,12,10,金,たけのこ,30500,福　岡,040,50,1990,,
2021,12,10,金,れんこん,30600,,,71753,446,93.6,100.9
2021,12,10,金,れんこん,30600,茨　城,008,40888,441,,
2021,12,10,金,れんこん,30600,佐　賀,041,9358,335,,
2021,12,10,金,れんこん,30600,徳　島,036,9335,582,,
2021,12,10,金,はくさい,31100,,,1486430,41,84.5,95.3
2021,12,10,金,はくさい,31100,茨　城,008,895319,39,,
2021,12,10,金,はくさい,31100,大　分,044,174693,41,,
2021,12,10,金,はくさい,31100,鹿児島,046,90537,39,,
2021,12,10,金,はくさい,31100,和歌山,030,67116,51,,
2021,12,10,金,みずな,31300,,,41933,379,81.8,99.5
2021,12,10,金,みずな,31300,茨　城,008,25241,361,,
2021,12,10,金,みずな,31300,福　岡,040,6058,407,,
2021,12,10,金,みずな,31300,滋　賀,025,2503,375,,
2021,12,10,金,こまつな,31500,,,82522,289,78.4,101.4
2021,12,10,金,こまつな,31500,茨　城,008,31647,297,,
2021,12,10,金,こまつな,31500,福　岡,040,15865,262,,
2021,12,10,金,こまつな,31500,埼　玉,011,8606,277,,
2021,12,10,金,こまつな,31500,岐　阜,021,3222,323,,
2021,12,10,金,こまつな,31500,広　島,034,2970,356,,
2021,12,10,金,その他の菜類,31550,,,4956,288,67.3,88.1
2021,12,10,金,ちんげんさい,31560,,,32436,257,83.7,99.6
2021,12,10,金,ちんげんさい,31560,茨　城,008,12410,248,,
2021,12,10,金,ちんげんさい,31560,静　岡,022,8637,292,,
2021,12,10,金,ちんげんさい,31560,愛　知,023,3378,211,,
2021,12,10,金,ちんげんさい,31560,福　岡,040,1557,296,,
2021,12,10,金,キャベツ,31700,,,1466972,57,102.0,95.0
2021,12,10,金,キャベツ,31700,愛　知,023,780903,53,,
2021,12,10,金,キャベツ,31700,千　葉,012,153299,59,,
2021,12,10,金,キャベツ,31700,茨　城,008,115283,58,,
2021,12,10,金,キャベツ,31700,神奈川,014,72942,57,,
2021,12,10,金,キャベツ,31700,鹿児島,046,48796,79,,
2021,12,10,金,ほうれんそう,31800,,,122401,482,70.2,99.6
2021,12,10,金,ほうれんそう,31800,茨　城,008,28912,498,,
2021,12,10,金,ほうれんそう,31800,群　馬,010,22825,476,,
