年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
2021,10,5,火,野菜総量,30000,,,13964235,216,89.5,95.6
2021,10,5,火,野菜総量,30000,北海道,001,5313665,161,,
2021,10,5,火,野菜総量,30000,長　野,020,2547970,152,,
2021,10,5,火,野菜総量,30000,群　馬,010,1374357,141,,
2021,10,5,火,野菜総量,30000,茨　城,008,874361,264,,
2021,10,5,火,野菜総量,30000,青　森,002,610397,211,,
2021,10,5,火,野菜総量,30000,岩　手,003,348306,178,,
2021,10,5,火,野菜総量,30000,千　葉,012,305454,314,,
2021,10,5,火,だいこん,30100,,,1173504,116,100.0,99.1
2021,10,5,火,だいこん,30100,北海道,001,545085,113,,
2021,10,5,火,だいこん,30100,青　森,002,335334,120,,
2021,10,5,火,だいこん,30100,石　川,017,82209,136,,
2021,10,5,火,かぶ,30200,,,83588,148,115.7,96.7
2021,10,5,火,かぶ,30200,千　葉,012,36316,138,,
2021,10,5,火,かぶ,30200,青　森,002,22949,183,,
2021,10,5,火,かぶ,30200,埼　玉,011,11847,106,,
2021,10,5,火,にんじん,30300,,,904533,88,91.5,96.7
2021,10,5,火,にんじん,30300,北海道,001,872454,88,,
2021,10,5,火,ごぼう,30400,,,110896,284,113.5,91.3
2021,10,5,火,ごぼう,30400,青　森,002,57853,240,,
2021,10,5,火,ごぼう,30400,北海道,001,22564,208,,
2021,10,5,火,ごぼう,30400,鹿児島,046,10565,688,,
2021,10,5,火,たけのこ,30500,,,2,562,－,－
2021,10,5,火,たけのこ,30500,広　島,034,2,562,,
2021,10,5,火,れんこん,30600,,,94150,400,109.0,98.8
2021,10,5,火,れんこん,30600,茨　城,008,52582,383,,
2021,10,5,火,れんこん,30600,佐　賀,041,11655,341,,
2021,10,5,火,れんこん,30600,愛　知,023,11005,365,,
2021,10,5,火,れんこん,30600,徳　島,036,10147,527,,
2021,10,5,火,はくさい,31100,,,1407862,94,89.8,93.1
2021,10,5,火,はくさい,31100,長　野,020,1237389,95,,
2021,10,5,火,みずな,31300,,,47370,321,86.6,100.9
2021,10,5,火,みずな,31300,茨　城,008,24240,312,,
2021,10,5,火,みずな,31300,福　岡,040,10137,265,,
2021,10,5,火,みずな,31300,滋　賀,025,2288,376,,
2021,10,5,火,みずな,31300,北海道,001,2213,373,,
2021,10,5,火,こまつな,31500,,,147728,280,82.3,106.1
2021,10,5,火,こまつな,31500,茨　城,008,55081,239,,
2021,10,5,火,こまつな,31500,福　岡,040,21983,301,,
2021,10,5,火,こまつな,31500,群　馬,010,11450,214,,
2021,10,5,火,こまつな,31500,埼　玉,011,11369,272,,
2021,10,5,火,こまつな,31500,北海道,001,7066,340,,
2021,10,5,火,その他の菜類,31550,,,2670,420,66.6,131.7
2021,10,5,火,ちんげんさい,31560,,,45295,307,105.6,98.7
2021,10,5,火,ちんげんさい,31560,茨　城,008,15703,275,,
2021,10,5,火,ちんげんさい,31560,静　岡,022,8511,391,,
2021,10,5,火,ちんげんさい,31560,長　野,020,4966,207,,
2021,10,5,火,ちんげんさい,31560,愛　知,023,3587,290,,
2021,10,5,火,ちんげんさい,31560,福　岡,040,2258,337,,
2021,10,5,火,キャベツ,31700,,,2008670,96,91.6,93.2
2021,10,5,火,キャベツ,31700,群　馬,010,1069980,100,,
2021,10,5,火,キャベツ,31700,長　野,020,327369,106,,
2021,10,5,火,キャベツ,31700,北海道,001,228977,75,,
2021,10,5,火,ほうれんそう,31800,,,123256,592,86.8,99.3
2021,10,5,火,ほうれんそう,31800,岐　阜,021,32865,695,,
2021,10,5,火,ほうれんそう,31800,群　馬,010,29477,496,,
2021,10,5,火,ほうれんそう,31800,茨　城,008,19128,491,,
2021,10,5,火,ほうれんそう,31800,北海道,001,9858,594,,
2021,10,5,火,ほうれんそう,31800,栃　木,009,6552,620,,
2021,10,5,火,ねぎ,31900,,,356149,371,79.6,101.9
2021,10,5,火,ねぎ,31900,北海道,001,112449,332,,
2021,10,5,火,ねぎ,31900,秋　田,005,38646,259,,
2021,10,5,火,ねぎ,31900,青　森,002,34522,255,,
2021,10,5,火,ねぎ,31900,長　野,020,29721,325,,
2021,10,5,火,ねぎ,31900,山　形,006,17068,245,,
2021,10,5,火,ふき,32300,,,8,1188,66.7,100.0
2021,10,5,火,ふき,32300,宮　崎,045,8,1188,,
2021,10,5,火,みつば,32500,,,14506,500,106.0,97.1
2021,10,5,火,みつば,32500,愛　知,023,2447,531,,
2021,10,5,火,みつば,32500,大　分,044,2112,499,,
2021,10,5,火,みつば,32500,千　葉,012,2100,349,,
2021,10,5,火,みつば,32500,茨　城,008,1952,513,,
2021,10,5,火,みつば,32500,静　岡,022,1400,556,,
2021,10,5,火,しゅんぎく,32600,,,11768,670,104.8,96.5
2021,10,5,火,しゅんぎく,32600,福　岡,040,1741,899,,
2021,10,5,火,しゅんぎく,32600,北海道,001,1371,500,,
2021,10,5,火,しゅんぎく,32600,岩　手,003,1293,482,,
2021,10,5,火,しゅんぎく,32600,群　馬,010,1230,631,,
2021,10,5,火,しゅんぎく,32600,大　阪,027,849,586,,
2021,10,5,火,にら,32800,,,60444,687,90.7,100.3
2021,10,5,火,にら,32800,高　知,039,22855,671,,
2021,10,5,火,にら,32800,栃　木,009,8103,747,,
2021,10,5,火,にら,32800,大　分,044,7665,609,,
2021,10,5,火,にら,32800,茨　城,008,4970,659,,
2021,10,5,火,にら,32800,北海道,001,4433,946,,
2021,10,5,火,セルリー,32900,,,57293,261,119.1,96.0
2021,10,5,火,セルリー,32900,長　野,020,53060,262,,
2021,10,5,火,アスパラガス,33100,,,20938,980,70.5,99.9
2021,10,5,火,アスパラガス,33100,福　岡,040,2297,887,,
2021,10,5,火,アスパラガス,33100,長　崎,042,1384,900,,
2021,10,5,火,アスパラガス,33100,佐　賀,041,1351,885,,
2021,10,5,火,アスパラガス,33100,栃　木,009,1222,1033,,
2021,10,5,火,アスパラガス,33100,広　島,034,931,983,,
2021,10,5,火,　　うち輸入,33101,,,10995,982,93.6,99.1
2021,10,5,火,カリフラワー,33200,,,27605,243,105.2,103.0
2021,10,5,火,カリフラワー,33200,新　潟,015,12273,229,,
2021,10,5,火,カリフラワー,33200,長　野,020,7240,263,,
2021,10,5,火,カリフラワー,33200,北海道,001,2771,214,,
2021,10,5,火,ブロッコリー,33300,,,256705,412,94.3,95.8
2021,10,5,火,ブロッコリー,33300,北海道,001,203373,400,,
2021,10,5,火,ブロッコリー,33300,長　野,020,37018,483,,
2021,10,5,火,　　うち輸入,33301,,,3910,395,196.0,98.3
2021,10,5,火,レタス,33400,,,924206,148,79.9,92.5
2021,10,5,火,レタス,33400,長　野,020,613122,142,,
2021,10,5,火,レタス,33400,茨　城,008,173723,160,,
2021,10,5,火,パセリ,33600,,,4130,1751,117.8,96.4
2021,10,5,火,パセリ,33600,長　野,020,2675,1661,,
2021,10,5,火,パセリ,33600,大　分,044,361,2003,,
2021,10,5,火,パセリ,33600,千　葉,012,339,1751,,
2021,10,5,火,きゅうり,34100,,,578436,219,71.7,100.5
2021,10,5,火,きゅうり,34100,群　馬,010,105455,250,,
2021,10,5,火,きゅうり,34100,福　島,007,79408,211,,
2021,10,5,火,きゅうり,34100,北海道,001,58360,209,,
2021,10,5,火,きゅうり,34100,埼　玉,011,48879,250,,
2021,10,5,火,きゅうり,34100,佐　賀,041,37595,210,,
2021,10,5,火,かぼちゃ,34200,,,416847,149,99.3,96.8
2021,10,5,火,かぼちゃ,34200,北海道,001,391243,138,,
2021,10,5,火,　　うち輸入,34201,,,50,216,－,－
2021,10,5,火,なす,34300,,,290660,265,73.7,93.6
2021,10,5,火,なす,34300,高　知,039,44929,320,,
2021,10,5,火,なす,34300,茨　城,008,43400,191,,
2021,10,5,火,なす,34300,群　馬,010,39019,294,,
2021,10,5,火,なす,34300,栃　木,009,28834,278,,
2021,10,5,火,なす,34300,熊　本,043,20763,248,,
2021,10,5,火,トマト,34400,,,595233,426,77.5,98.6
2021,10,5,火,トマト,34400,北海道,001,171486,413,,
2021,10,5,火,トマト,34400,岐　阜,021,78817,432,,
2021,10,5,火,トマト,34400,熊　本,043,57720,379,,
2021,10,5,火,トマト,34400,福　島,007,46175,431,,
2021,10,5,火,トマト,34400,千　葉,012,39978,386,,
2021,10,5,火,ミニトマト,34450,,,153371,885,69.3,93.1
2021,10,5,火,ミニトマト,34450,北海道,001,51989,882,,
2021,10,5,火,ミニトマト,34450,茨　城,008,28827,873,,
2021,10,5,火,ミニトマト,34450,青　森,002,12614,787,,
2021,10,5,火,ミニトマト,34450,愛　知,023,8934,1065,,
2021,10,5,火,ミニトマト,34450,山　形,006,8788,782,,
2021,10,5,火,ピーマン,34500,,,227445,352,78.0,97.8
2021,10,5,火,ピーマン,34500,茨　城,008,71217,340,,
2021,10,5,火,ピーマン,34500,岩　手,003,46666,278,,
2021,10,5,火,ピーマン,34500,大　分,044,25318,376,,
2021,10,5,火,ピーマン,34500,北海道,001,23049,387,,
2021,10,5,火,ピーマン,34500,青　森,002,15386,252,,
2021,10,5,火,ししとう,34600,,,14453,898,96.4,98.8
2021,10,5,火,ししとう,34600,高　知,039,4506,1254,,
2021,10,5,火,ししとう,34600,京　都,026,3961,674,,
2021,10,5,火,ししとう,34600,千　葉,012,2447,978,,
2021,10,5,火,ししとう,34600,愛　媛,038,718,460,,
2021,10,5,火,スイトコーン,34700,,,10906,214,40.9,111.5
2021,10,5,火,スイトコーン,34700,北海道,001,9179,205,,
2021,10,5,火,さやいんげん,35100,,,16612,903,85.8,97.6
2021,10,5,火,さやいんげん,35100,福　島,007,5387,907,,
2021,10,5,火,さやいんげん,35100,北海道,001,1630,1091,,
2021,10,5,火,さやいんげん,35100,茨　城,008,1605,705,,
2021,10,5,火,さやいんげん,35100,青　森,002,901,985,,
2021,10,5,火,さやいんげん,35100,鹿児島,046,887,1115,,
2021,10,5,火,さやえんどう,35200,,,3551,1861,80.6,105.0
2021,10,5,火,さやえんどう,35200,北海道,001,1712,2178,,
2021,10,5,火,さやえんどう,35200,広　島,034,396,2199,,
2021,10,5,火,さやえんどう,35200,青　森,002,299,2263,,
2021,10,5,火,さやえんどう,35200,秋　田,005,132,2134,,
2021,10,5,火,さやえんどう,35200,岩　手,003,77,1751,,
2021,10,5,火,　　うち輸入,35201,,,781,820,64.7,91.8
2021,10,5,火,実えんどう,35300,,,19,641,135.7,101.7
2021,10,5,火,実えんどう,35300,広　島,034,19,641,,
2021,10,5,火,えだまめ,35500,,,47384,660,98.9,106.8
2021,10,5,火,えだまめ,35500,山　形,006,20644,537,,
2021,10,5,火,えだまめ,35500,群　馬,010,8540,907,,
2021,10,5,火,えだまめ,35500,秋　田,005,7525,593,,
2021,10,5,火,えだまめ,35500,京　都,026,3704,1086,,
2021,10,5,火,かんしょ,36100,,,361337,284,83.8,99.6
2021,10,5,火,かんしょ,36100,茨　城,008,154221,253,,
2021,10,5,火,かんしょ,36100,千　葉,012,124588,274,,
2021,10,5,火,かんしょ,36100,徳　島,036,36430,377,,
2021,10,5,火,ばれいしょ,36200,,,857683,168,100.0,92.3
2021,10,5,火,ばれいしょ,36200,北海道,001,855846,168,,
2021,10,5,火,さといも,36300,,,81758,288,80.2,97.6
2021,10,5,火,さといも,36300,愛　媛,038,28325,237,,
2021,10,5,火,さといも,36300,埼　玉,011,17009,338,,
2021,10,5,火,さといも,36300,千　葉,012,11017,241,,
2021,10,5,火,さといも,36300,宮　崎,045,5484,374,,
2021,10,5,火,さといも,36300,新　潟,015,2940,279,,
2021,10,5,火,やまのいも,36500,,,164530,314,113.1,95.7
2021,10,5,火,やまのいも,36500,北海道,001,84173,284,,
2021,10,5,火,やまのいも,36500,青　森,002,58048,331,,
2021,10,5,火,たまねぎ,36610,,,1573306,114,91.8,101.8
2021,10,5,火,たまねぎ,36610,北海道,001,1467144,111,,
2021,10,5,火,　　うち輸入,36620,,,28502,101,68.6,96.2
2021,10,5,火,にんにく,36700,,,18518,934,103.5,74.3
2021,10,5,火,にんにく,36700,青　森,002,5494,2218,,
2021,10,5,火,にんにく,36700,北海道,001,682,1345,,
2021,10,5,火,にんにく,36700,茨　城,008,36,360,,
2021,10,5,火,にんにく,36700,千　葉,012,28,1074,,
2021,10,5,火,にんにく,36700,宮　城,004,11,521,,
2021,10,5,火,　　うち輸入,36701,,,12255,335,134.9,93.1
2021,10,5,火,しょうが,37200,,,33453,574,119.7,95.0
2021,10,5,火,しょうが,37200,高　知,039,12897,783,,
2021,10,5,火,しょうが,37200,千　葉,012,3806,367,,
2021,10,5,火,しょうが,37200,長　崎,042,3327,459,,
2021,10,5,火,しょうが,37200,和歌山,030,2860,397,,
2021,10,5,火,しょうが,37200,愛　知,023,823,660,,
2021,10,5,火,　　うち輸入,37201,,,6190,402,120.6,98.3
2021,10,5,火,生しいたけ,38100,,,65925,938,90.2,102.1
2021,10,5,火,生しいたけ,38100,徳　島,036,13784,955,,
2021,10,5,火,生しいたけ,38100,秋　田,005,7390,1187,,
2021,10,5,火,生しいたけ,38100,岩　手,003,6420,869,,
2021,10,5,火,生しいたけ,38100,千　葉,012,4323,781,,
2021,10,5,火,生しいたけ,38100,長　崎,042,3305,992,,
2021,10,5,火,　　うち輸入,38101,,,1257,584,115.0,95.6
2021,10,5,火,なめこ,38300,,,25423,474,113.0,99.8
2021,10,5,火,なめこ,38300,長　野,020,7539,473,,
2021,10,5,火,なめこ,38300,山　形,006,3605,516,,
2021,10,5,火,なめこ,38300,三　重,024,3145,516,,
2021,10,5,火,なめこ,38300,大　分,044,2645,475,,
2021,10,5,火,なめこ,38300,北海道,001,1541,374,,
2021,10,5,火,えのきだけ,38400,,,149849,278,109.1,98.6
