年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
2021,10,16,土,果実総量,40000,,,4074791,373,98.8,108.4
2021,10,16,土,国産果実総量,40001,,,3269317,406,98.4,110.0
2021,10,16,土,国産果実総量,40001,和歌山,030,684538,285,,
2021,10,16,土,国産果実総量,40001,青　森,002,439878,354,,
2021,10,16,土,国産果実総量,40001,長　野,020,346349,913,,
2021,10,16,土,国産果実総量,40001,熊　本,043,305037,171,,
2021,10,16,土,国産果実総量,40001,奈　良,029,255212,245,,
2021,10,16,土,国産果実総量,40001,佐　賀,041,123768,193,,
2021,10,16,土,国産果実総量,40001,長　崎,042,123504,201,,
2021,10,16,土,みかん,40100,,,1035610,212,87.0,106.5
2021,10,16,土,みかん,40100,熊　本,043,291264,158,,
2021,10,16,土,みかん,40100,和歌山,030,268582,266,,
2021,10,16,土,みかん,40100,佐　賀,041,121733,184,,
2021,10,16,土,みかん,40100,長　崎,042,116866,195,,
2021,10,16,土,みかん,40100,愛　媛,038,68793,175,,
2021,10,16,土,その他雑かん,41999,,,33347,505,143.5,87.4
2021,10,16,土,りんご計,42000,,,776491,345,92.6,102.1
2021,10,16,土,りんご計,42000,青　森,002,430966,351,,
2021,10,16,土,りんご計,42000,長　野,020,195390,365,,
2021,10,16,土,つがる,42204,,,4138,242,43.2,85.2
2021,10,16,土,つがる,42204,青　森,002,4138,242,,
2021,10,16,土,ジョナゴルド,42505,,,38624,359,158.6,101.1
2021,10,16,土,ジョナゴルド,42505,岩　手,003,37490,361,,
2021,10,16,土,王林,42515,,,30,216,4.5,116.8
2021,10,16,土,王林,42515,福　島,007,30,216,,
2021,10,16,土,ふじ,42804,,,271835,375,83.2,103.9
2021,10,16,土,ふじ,42804,青　森,002,256700,382,,
2021,10,16,土,その他りんご,42999,,,461864,327,96.8,101.2
2021,10,16,土,日本なし計,43000,,,190412,451,239.6,102.3
2021,10,16,土,日本なし計,43000,栃　木,009,42518,451,,
2021,10,16,土,日本なし計,43000,大　分,044,27620,439,,
2021,10,16,土,日本なし計,43000,福　島,007,22860,379,,
2021,10,16,土,日本なし計,43000,新　潟,015,21285,463,,
2021,10,16,土,日本なし計,43000,鳥　取,031,17060,452,,
2021,10,16,土,豊水,43205,,,4560,448,－,－
2021,10,16,土,豊水,43205,秋　田,005,4560,448,,
2021,10,16,土,二十世紀,43302,,,640,327,－,－
2021,10,16,土,二十世紀,43302,鳥　取,031,410,362,,
2021,10,16,土,二十世紀,43302,群　馬,010,230,266,,
2021,10,16,土,新高,43310,,,77326,422,228.1,99.8
2021,10,16,土,新高,43310,大　分,044,27220,439,,
2021,10,16,土,新高,43310,新　潟,015,21285,463,,
2021,10,16,土,新高,43310,福　島,007,15080,366,,
2021,10,16,土,その他なし,43401,,,107886,472,236.8,104.0
2021,10,16,土,西洋なし,43499,,,28545,430,91.2,98.9
2021,10,16,土,西洋なし,43499,長　野,020,8500,435,,
2021,10,16,土,西洋なし,43499,秋　田,005,7235,487,,
2021,10,16,土,西洋なし,43499,山　形,006,7086,413,,
2021,10,16,土,西洋なし,43499,青　森,002,2378,372,,
2021,10,16,土,かき計,43500,,,805068,284,96.5,98.6
2021,10,16,土,かき計,43500,和歌山,030,404084,288,,
2021,10,16,土,かき計,43500,奈　良,029,255179,245,,
2021,10,16,土,甘がき,43700,,,85075,358,134.9,91.8
2021,10,16,土,甘がき,43700,福　岡,040,31795,322,,
2021,10,16,土,甘がき,43700,愛　知,023,25361,331,,
2021,10,16,土,甘がき,43700,奈　良,029,5194,258,,
2021,10,16,土,甘がき,43700,鳥　取,031,4973,770,,
2021,10,16,土,甘がき,43700,三　重,024,4610,220,,
2021,10,16,土,渋がき,43751,,,719994,275,93.3,98.6
2021,10,16,土,渋がき,43751,和歌山,030,403454,287,,
2021,10,16,土,渋がき,43751,奈　良,029,249986,245,,
2021,10,16,土,もも,44100,,,515,1283,19.3,126.7
2021,10,16,土,もも,44100,山　形,006,270,566,,
2021,10,16,土,もも,44100,福　島,007,245,2074,,
2021,10,16,土,すもも,44700,,,2043,708,92.7,100.0
2021,10,16,土,すもも,44700,北海道,001,2043,708,,
2021,10,16,土,ぶどう計,45000,,,238571,1621,128.9,99.7
2021,10,16,土,ぶどう計,45000,長　野,020,128422,1791,,
2021,10,16,土,ぶどう計,45000,岡　山,033,54200,1395,,
2021,10,16,土,ぶどう計,45000,山　梨,019,34667,1769,,
2021,10,16,土,デラウェア,45202,,,430,632,1264.7,94.2
2021,10,16,土,デラウェア,45202,北海道,001,366,618,,
2021,10,16,土,巨峰,45206,,,33615,1360,126.8,99.1
2021,10,16,土,巨峰,45206,長　野,020,29294,1380,,
2021,10,16,土,その他ぶどう,45299,,,204530,1666,129.1,99.8
