年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
2021,12,9,木,果実総量,40000,,,5702735,428,153.0,104.9
2021,12,9,木,国産果実総量,40001,,,4952853,461,156.3,105.5
2021,12,9,木,国産果実総量,40001,愛　媛,038,916226,384,,
2021,12,9,木,国産果実総量,40001,和歌山,030,754645,285,,
2021,12,9,木,国産果実総量,40001,青　森,002,536164,454,,
2021,12,9,木,国産果実総量,40001,熊　本,043,485009,447,,
2021,12,9,木,国産果実総量,40001,長　崎,042,402543,391,,
2021,12,9,木,国産果実総量,40001,福　岡,040,335281,545,,
2021,12,9,木,国産果実総量,40001,長　野,020,233488,623,,
2021,12,9,木,みかん,40100,,,2806580,278,151.5,103.3
2021,12,9,木,みかん,40100,愛　媛,038,749664,316,,
2021,12,9,木,みかん,40100,和歌山,030,718076,286,,
2021,12,9,木,みかん,40100,長　崎,042,373820,269,,
2021,12,9,木,みかん,40100,熊　本,043,322090,209,,
2021,12,9,木,みかん,40100,静　岡,022,184457,255,,
2021,12,9,木,ネーブル,41201,,,2982,214,33.8,81.4
2021,12,9,木,ネーブル,41201,和歌山,030,2950,215,,
2021,12,9,木,いよかん,41301,,,2000,284,－,－
2021,12,9,木,いよかん,41301,和歌山,030,2000,284,,
2021,12,9,木,はっさく,41321,,,14720,249,81.4,92.6
2021,12,9,木,はっさく,41321,和歌山,030,14720,249,,
2021,12,9,木,その他雑かん,41999,,,379417,671,282.4,103.4
2021,12,9,木,りんご計,42000,,,974617,404,158.8,102.3
2021,12,9,木,りんご計,42000,青　森,002,522244,451,,
2021,12,9,木,りんご計,42000,長　野,020,207863,344,,
2021,12,9,木,りんご計,42000,岩　手,003,111173,402,,
2021,12,9,木,ジョナゴルド,42505,,,38356,416,133.6,105.9
2021,12,9,木,ジョナゴルド,42505,青　森,002,38356,416,,
2021,12,9,木,王林,42515,,,86409,393,185.1,106.8
2021,12,9,木,王林,42515,青　森,002,83922,399,,
2021,12,9,木,ふじ,42804,,,754178,393,152.6,100.8
2021,12,9,木,ふじ,42804,青　森,002,329079,463,,
2021,12,9,木,ふじ,42804,長　野,020,203909,343,,
2021,12,9,木,ふじ,42804,岩　手,003,93365,370,,
2021,12,9,木,その他りんご,42999,,,95674,498,215.5,102.7
2021,12,9,木,日本なし計,43000,,,6785,473,64.4,93.8
2021,12,9,木,日本なし計,43000,鳥　取,031,4123,319,,
2021,12,9,木,日本なし計,43000,岡　山,033,920,708,,
2021,12,9,木,日本なし計,43000,愛　知,023,818,840,,
2021,12,9,木,その他なし,43401,,,6785,473,64.4,93.8
2021,12,9,木,西洋なし,43499,,,56513,554,139.9,106.7
2021,12,9,木,西洋なし,43499,山　形,006,37219,472,,
2021,12,9,木,西洋なし,43499,新　潟,015,12724,860,,
2021,12,9,木,かき計,43500,,,272416,313,131.8,101.6
2021,12,9,木,かき計,43500,福　岡,040,185242,294,,
2021,12,9,木,かき計,43500,愛　媛,038,30848,321,,
2021,12,9,木,かき計,43500,奈　良,029,24409,333,,
2021,12,9,木,甘がき,43700,,,239737,312,126.0,101.6
2021,12,9,木,甘がき,43700,福　岡,040,185242,294,,
2021,12,9,木,甘がき,43700,奈　良,029,24389,333,,
2021,12,9,木,渋がき,43751,,,32679,316,199.3,100.0
2021,12,9,木,渋がき,43751,愛　媛,038,29474,317,,
2021,12,9,木,もも,44100,,,633,2702,164.0,87.0
2021,12,9,木,もも,44100,岡　山,033,633,2702,,
2021,12,9,木,ぶどう計,45000,,,37565,2286,133.5,87.8
2021,12,9,木,ぶどう計,45000,長　野,020,23444,2928,,
2021,12,9,木,ぶどう計,45000,青　森,002,8862,609,,
2021,12,9,木,巨峰,45206,,,232,2063,483.3,136.8
2021,12,9,木,巨峰,45206,長　野,020,232,2063,,
2021,12,9,木,その他ぶどう,45299,,,37333,2288,132.9,87.8
2021,12,9,木,くり,45700,,,100,508,52.6,28.8
2021,12,9,木,くり,45700,栃　木,009,100,508,,
2021,12,9,木,いちご,46100,,,250527,2087,164.9,101.5
2021,12,9,木,いちご,46100,栃　木,009,79859,1800,,
2021,12,9,木,いちご,46100,福　岡,040,37044,2529,,
2021,12,9,木,いちご,46100,長　崎,042,26495,2096,,
2021,12,9,木,いちご,46100,熊　本,043,26206,2227,,
2021,12,9,木,いちご,46100,佐　賀,041,17772,2393,,
2021,12,9,木,メロン計,47000,,,101735,823,260.4,82.9
2021,12,9,木,メロン計,47000,熊　本,043,69642,601,,
2021,12,9,木,メロン計,47000,静　岡,022,18297,1723,,
2021,12,9,木,温室メロン,47200,,,53916,982,192.4,86.0
2021,12,9,木,温室メロン,47200,熊　本,043,27978,578,,
2021,12,9,木,温室メロン,47200,静　岡,022,18297,1723,,
2021,12,9,木,アンデス,47213,,,4455,647,680.2,104.7
2021,12,9,木,アンデス,47213,熊　本,043,4455,647,,
2021,12,9,木,その他メロン,47299,,,43365,644,417.4,104.7
2021,12,9,木,すいか,48100,,,8790,319,41.0,130.2
2021,12,9,木,すいか,48100,熊　本,043,5172,225,,
2021,12,9,木,すいか,48100,高　知,039,2326,564,,
2021,12,9,木,キウイフルツ,49300,,,28283,609,79.6,114.7
2021,12,9,木,キウイフルツ,49300,福　岡,040,13529,562,,
2021,12,9,木,キウイフルツ,49300,栃　木,009,4661,332,,
2021,12,9,木,キウイフルツ,49300,香　川,037,4033,972,,
2021,12,9,木,キウイフルツ,49300,宮　崎,045,1286,989,,
2021,12,9,木,他の国産果実,49500,,,9209,1419,116.8,99.9
2021,12,9,木,輸入果実計,50000,,,749876,209,134.5,87.4
2021,12,9,木,バナナ,50100,,,485858,154,154.6,92.2
2021,12,9,木,パイナップル,50300,,,83641,176,119.7,112.1
2021,12,9,木,レモン,50400,,,42316,284,139.4,101.1
2021,12,9,木,グレプフルツ,50500,,,25823,203,112.7,102.0
2021,12,9,木,オレンジ,50600,,,35812,244,128.9,97.6
2021,12,9,木,輸入キウイ,50800,,,34206,511,65.1,96.4
2021,12,9,木,輸入メロン,50850,,,4165,301,129.8,117.6
2021,12,9,木,他の輸入果実,50900,,,38064,591,104.3,102.1
