年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
2021,10,14,木,果実総量,40000,,,5284704,366,132.4,93.6
2021,10,14,木,国産果実総量,40001,,,4509276,385,133.4,93.0
2021,10,14,木,国産果実総量,40001,和歌山,030,932890,287,,
2021,10,14,木,国産果実総量,40001,熊　本,043,540654,171,,
2021,10,14,木,国産果実総量,40001,青　森,002,532299,349,,
2021,10,14,木,国産果実総量,40001,長　野,020,516753,780,,
2021,10,14,木,国産果実総量,40001,奈　良,029,347337,240,,
2021,10,14,木,国産果実総量,40001,長　崎,042,216949,211,,
2021,10,14,木,国産果実総量,40001,愛　媛,038,169525,210,,
2021,10,14,木,みかん,40100,,,1576676,207,160.5,100.5
2021,10,14,木,みかん,40100,熊　本,043,516181,160,,
2021,10,14,木,みかん,40100,和歌山,030,302947,269,,
2021,10,14,木,みかん,40100,長　崎,042,203595,206,,
2021,10,14,木,みかん,40100,愛　媛,038,154969,196,,
2021,10,14,木,みかん,40100,佐　賀,041,114431,185,,
2021,10,14,木,その他雑かん,41999,,,29431,501,174.8,80.2
2021,10,14,木,りんご計,42000,,,1016508,345,125.1,98.3
2021,10,14,木,りんご計,42000,青　森,002,523085,345,,
2021,10,14,木,りんご計,42000,長　野,020,318590,370,,
2021,10,14,木,つがる,42204,,,9881,272,114.4,97.8
2021,10,14,木,つがる,42204,青　森,002,8654,279,,
2021,10,14,木,ジョナゴルド,42505,,,31050,363,282.1,103.1
2021,10,14,木,ジョナゴルド,42505,岩　手,003,29630,365,,
2021,10,14,木,王林,42515,,,96,108,109.1,100.0
2021,10,14,木,王林,42515,福　島,007,96,108,,
2021,10,14,木,ふじ,42804,,,341334,363,121.7,97.1
2021,10,14,木,ふじ,42804,青　森,002,308665,372,,
2021,10,14,木,その他りんご,42999,,,634147,335,123.7,98.8
2021,10,14,木,日本なし計,43000,,,264601,450,117.5,103.0
2021,10,14,木,日本なし計,43000,栃　木,009,66961,447,,
2021,10,14,木,日本なし計,43000,大　分,044,40870,428,,
2021,10,14,木,日本なし計,43000,長　野,020,39062,583,,
2021,10,14,木,日本なし計,43000,新　潟,015,32240,446,,
2021,10,14,木,日本なし計,43000,福　島,007,30120,379,,
2021,10,14,木,豊水,43205,,,4463,460,67.2,102.7
2021,10,14,木,豊水,43205,秋　田,005,4380,461,,
2021,10,14,木,二十世紀,43302,,,1270,309,239.6,116.6
2021,10,14,木,二十世紀,43302,奈　良,029,900,331,,
2021,10,14,木,二十世紀,43302,群　馬,010,370,254,,
2021,10,14,木,新高,43310,,,120283,414,119.5,101.5
2021,10,14,木,新高,43310,大　分,044,40800,428,,
2021,10,14,木,新高,43310,新　潟,015,32240,446,,
2021,10,14,木,新高,43310,福　島,007,25900,373,,
2021,10,14,木,その他なし,43401,,,138585,483,118.1,104.8
2021,10,14,木,西洋なし,43499,,,25218,430,216.0,94.5
2021,10,14,木,西洋なし,43499,長　野,020,17672,450,,
2021,10,14,木,西洋なし,43499,山　形,006,5008,416,,
2021,10,14,木,かき計,43500,,,1105060,282,125.0,97.6
2021,10,14,木,かき計,43500,和歌山,030,620060,287,,
2021,10,14,木,かき計,43500,奈　良,029,346384,239,,
2021,10,14,木,甘がき,43700,,,86280,380,101.5,90.3
2021,10,14,木,甘がき,43700,福　岡,040,42533,327,,
2021,10,14,木,甘がき,43700,愛　知,023,17950,367,,
2021,10,14,木,甘がき,43700,岐　阜,021,5426,445,,
2021,10,14,木,甘がき,43700,鳥　取,031,4974,730,,
2021,10,14,木,渋がき,43751,,,1018780,274,127.5,99.6
2021,10,14,木,渋がき,43751,和歌山,030,619625,287,,
2021,10,14,木,渋がき,43751,奈　良,029,342723,239,,
2021,10,14,木,もも,44100,,,390,1459,－,－
2021,10,14,木,もも,44100,福　島,007,245,2074,,
2021,10,14,木,もも,44100,山　形,006,85,368,,
2021,10,14,木,すもも,44700,,,2311,634,55.1,89.5
2021,10,14,木,すもも,44700,北海道,001,2131,624,,
2021,10,14,木,ぶどう計,45000,,,285363,1606,113.4,98.6
2021,10,14,木,ぶどう計,45000,長　野,020,139859,1794,,
2021,10,14,木,ぶどう計,45000,岡　山,033,65462,1376,,
2021,10,14,木,ぶどう計,45000,山　梨,019,52484,1761,,
2021,10,14,木,デラウェア,45202,,,542,622,1084.0,79.6
2021,10,14,木,デラウェア,45202,北海道,001,508,616,,
2021,10,14,木,巨峰,45206,,,39654,1348,118.6,100.4
2021,10,14,木,巨峰,45206,長　野,020,32665,1365,,
2021,10,14,木,その他ぶどう,45299,,,245173,1649,112.4,98.6
2021,10,14,木,くり,45700,,,18294,835,89.7,95.4
