年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
2021,10,4,月,野菜総量,30000,,,15606205,226,123.7,93.4
2021,10,4,月,野菜総量,30000,北海道,001,5681187,171,,
2021,10,4,月,野菜総量,30000,長　野,020,3022143,160,,
2021,10,4,月,野菜総量,30000,群　馬,010,1637567,148,,
2021,10,4,月,野菜総量,30000,茨　城,008,940941,282,,
2021,10,4,月,野菜総量,30000,青　森,002,689741,237,,
2021,10,4,月,野菜総量,30000,岩　手,003,402521,205,,
2021,10,4,月,野菜総量,30000,千　葉,012,296839,329,,
2021,10,4,月,だいこん,30100,,,1173165,117,103.4,99.2
2021,10,4,月,だいこん,30100,北海道,001,572793,115,,
2021,10,4,月,だいこん,30100,青　森,002,362853,119,,
2021,10,4,月,だいこん,30100,石　川,017,57167,132,,
2021,10,4,月,かぶ,30200,,,72270,153,152.7,93.9
2021,10,4,月,かぶ,30200,千　葉,012,32636,137,,
2021,10,4,月,かぶ,30200,青　森,002,22109,197,,
2021,10,4,月,かぶ,30200,埼　玉,011,10749,114,,
2021,10,4,月,にんじん,30300,,,988735,91,105.1,103.4
2021,10,4,月,にんじん,30300,北海道,001,960612,91,,
2021,10,4,月,ごぼう,30400,,,97666,311,89.4,101.3
2021,10,4,月,ごぼう,30400,青　森,002,55155,271,,
2021,10,4,月,ごぼう,30400,北海道,001,13460,200,,
2021,10,4,月,ごぼう,30400,鹿児島,046,8924,673,,
2021,10,4,月,ごぼう,30400,宮　崎,045,6318,523,,
2021,10,4,月,れんこん,30600,,,86374,405,106.3,95.5
2021,10,4,月,れんこん,30600,茨　城,008,44862,390,,
2021,10,4,月,れんこん,30600,佐　賀,041,14388,364,,
2021,10,4,月,れんこん,30600,徳　島,036,10646,501,,
2021,10,4,月,はくさい,31100,,,1567456,101,136.0,95.3
2021,10,4,月,はくさい,31100,長　野,020,1384228,102,,
2021,10,4,月,みずな,31300,,,54720,318,114.3,88.3
2021,10,4,月,みずな,31300,茨　城,008,32691,309,,
2021,10,4,月,みずな,31300,福　岡,040,11066,271,,
2021,10,4,月,みずな,31300,北海道,001,2862,341,,
2021,10,4,月,こまつな,31500,,,179542,264,122.2,88.9
2021,10,4,月,こまつな,31500,茨　城,008,64852,245,,
2021,10,4,月,こまつな,31500,福　岡,040,34020,246,,
2021,10,4,月,こまつな,31500,群　馬,010,20919,223,,
2021,10,4,月,こまつな,31500,埼　玉,011,11009,264,,
2021,10,4,月,こまつな,31500,北海道,001,9032,341,,
2021,10,4,月,その他の菜類,31550,,,4007,319,113.2,94.7
2021,10,4,月,ちんげんさい,31560,,,42900,311,112.1,92.8
2021,10,4,月,ちんげんさい,31560,茨　城,008,14878,290,,
2021,10,4,月,ちんげんさい,31560,静　岡,022,8024,384,,
2021,10,4,月,ちんげんさい,31560,長　野,020,6182,224,,
2021,10,4,月,ちんげんさい,31560,福　岡,040,2235,369,,
2021,10,4,月,ちんげんさい,31560,愛　知,023,2223,302,,
2021,10,4,月,キャベツ,31700,,,2192279,103,135.7,92.0
2021,10,4,月,キャベツ,31700,群　馬,010,1241535,105,,
2021,10,4,月,キャベツ,31700,長　野,020,397412,112,,
2021,10,4,月,キャベツ,31700,岩　手,003,193820,108,,
2021,10,4,月,ほうれんそう,31800,,,141965,596,118.5,95.8
2021,10,4,月,ほうれんそう,31800,群　馬,010,41381,521,,
2021,10,4,月,ほうれんそう,31800,岐　阜,021,38293,696,,
2021,10,4,月,ほうれんそう,31800,茨　城,008,20251,507,,
2021,10,4,月,ほうれんそう,31800,北海道,001,10993,584,,
2021,10,4,月,ほうれんそう,31800,栃　木,009,6229,630,,
2021,10,4,月,ねぎ,31900,,,447198,364,108.2,100.0
2021,10,4,月,ねぎ,31900,北海道,001,157777,333,,
2021,10,4,月,ねぎ,31900,秋　田,005,55170,286,,
2021,10,4,月,ねぎ,31900,青　森,002,48837,259,,
2021,10,4,月,ねぎ,31900,長　野,020,32541,323,,
2021,10,4,月,ねぎ,31900,山　形,006,18752,248,,
2021,10,4,月,ふき,32300,,,12,1188,－,－
2021,10,4,月,ふき,32300,宮　崎,045,12,1188,,
2021,10,4,月,みつば,32500,,,13684,515,100.5,101.2
2021,10,4,月,みつば,32500,愛　知,023,2592,566,,
2021,10,4,月,みつば,32500,千　葉,012,2047,376,,
2021,10,4,月,みつば,32500,大　分,044,1971,490,,
2021,10,4,月,みつば,32500,茨　城,008,1874,500,,
2021,10,4,月,みつば,32500,静　岡,022,1337,516,,
2021,10,4,月,しゅんぎく,32600,,,11232,694,102.0,96.5
2021,10,4,月,しゅんぎく,32600,福　岡,040,1668,831,,
2021,10,4,月,しゅんぎく,32600,岩　手,003,1396,500,,
2021,10,4,月,しゅんぎく,32600,北海道,001,1045,599,,
2021,10,4,月,しゅんぎく,32600,大　阪,027,1039,597,,
2021,10,4,月,しゅんぎく,32600,岐　阜,021,969,866,,
2021,10,4,月,にら,32800,,,66623,685,95.6,94.2
2021,10,4,月,にら,32800,高　知,039,24765,669,,
2021,10,4,月,にら,32800,栃　木,009,11574,730,,
2021,10,4,月,にら,32800,大　分,044,6835,641,,
2021,10,4,月,にら,32800,茨　城,008,4899,656,,
2021,10,4,月,にら,32800,北海道,001,4617,881,,
2021,10,4,月,セルリー,32900,,,48106,272,91.3,90.1
2021,10,4,月,セルリー,32900,長　野,020,41805,278,,
2021,10,4,月,アスパラガス,33100,,,29683,981,123.6,97.7
2021,10,4,月,アスパラガス,33100,佐　賀,041,4093,938,,
