年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
2021,10,21,木,果実総量,40000,,,4685285,357,126.6,98.6
2021,10,21,木,国産果実総量,40001,,,3864152,377,130.1,97.7
2021,10,21,木,国産果実総量,40001,和歌山,030,615041,277,,
2021,10,21,木,国産果実総量,40001,青　森,002,504206,355,,
2021,10,21,木,国産果実総量,40001,熊　本,043,440362,181,,
2021,10,21,木,国産果実総量,40001,長　野,020,365861,848,,
2021,10,21,木,国産果実総量,40001,長　崎,042,217316,204,,
2021,10,21,木,国産果実総量,40001,奈　良,029,209004,257,,
2021,10,21,木,国産果実総量,40001,愛　媛,038,176260,208,,
2021,10,21,木,みかん,40100,,,1587873,213,138.4,105.4
2021,10,21,木,みかん,40100,熊　本,043,416799,167,,
2021,10,21,木,みかん,40100,和歌山,030,338578,245,,
2021,10,21,木,みかん,40100,長　崎,042,204125,202,,
2021,10,21,木,みかん,40100,愛　媛,038,155006,186,,
2021,10,21,木,みかん,40100,佐　賀,041,134441,189,,
2021,10,21,木,その他雑かん,41999,,,21442,564,110.4,114.2
2021,10,21,木,りんご計,42000,,,873875,333,127.4,98.8
2021,10,21,木,りんご計,42000,青　森,002,486073,346,,
2021,10,21,木,りんご計,42000,長　野,020,209914,338,,
2021,10,21,木,りんご計,42000,岩　手,003,80175,319,,
2021,10,21,木,つがる,42204,,,739,227,171.9,145.5
2021,10,21,木,つがる,42204,青　森,002,370,321,,
2021,10,21,木,つがる,42204,北海道,001,369,133,,
2021,10,21,木,ジョナゴルド,42505,,,42705,347,115.3,99.1
2021,10,21,木,ジョナゴルド,42505,岩　手,003,39415,348,,
2021,10,21,木,王林,42515,,,10041,232,232.4,88.9
2021,10,21,木,王林,42515,福　島,007,7381,222,,
2021,10,21,木,王林,42515,山　形,006,2010,242,,
2021,10,21,木,ふじ,42804,,,339843,366,131.4,101.4
2021,10,21,木,ふじ,42804,青　森,002,316540,373,,
