年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
2021,12,14,火,野菜総量,30000,,,13970527,209,95.1,97.7
2021,12,14,火,野菜総量,30000,北海道,001,2545713,198,,
2021,12,14,火,野菜総量,30000,茨　城,008,1924700,128,,
2021,12,14,火,野菜総量,30000,愛　知,023,1570610,133,,
2021,12,14,火,野菜総量,30000,千　葉,012,1341105,128,,
2021,12,14,火,野菜総量,30000,長　崎,042,549971,166,,
2021,12,14,火,野菜総量,30000,鹿児島,046,459417,185,,
2021,12,14,火,野菜総量,30000,熊　本,043,457768,328,,
2021,12,14,火,だいこん,30100,,,1147118,55,99.1,101.9
2021,12,14,火,だいこん,30100,千　葉,012,399345,50,,
2021,12,14,火,だいこん,30100,神奈川,014,253099,53,,
2021,12,14,火,だいこん,30100,長　崎,042,98013,51,,
2021,12,14,火,だいこん,30100,和歌山,030,83500,59,,
2021,12,14,火,だいこん,30100,鹿児島,046,77423,55,,
2021,12,14,火,かぶ,30200,,,164629,110,101.1,101.9
2021,12,14,火,かぶ,30200,千　葉,012,74839,114,,
2021,12,14,火,かぶ,30200,京　都,026,23366,118,,
2021,12,14,火,かぶ,30200,福　岡,040,19720,88,,
2021,12,14,火,かぶ,30200,埼　玉,011,15131,86,,
2021,12,14,火,にんじん,30300,,,874015,102,98.1,107.4
2021,12,14,火,にんじん,30300,千　葉,012,370141,92,,
2021,12,14,火,にんじん,30300,愛　知,023,119492,99,,
2021,12,14,火,にんじん,30300,長　崎,042,105245,82,,
2021,12,14,火,にんじん,30300,香　川,037,71977,240,,
2021,12,14,火,にんじん,30300,埼　玉,011,39156,79,,
2021,12,14,火,ごぼう,30400,,,117836,274,66.4,108.3
2021,12,14,火,ごぼう,30400,青　森,002,57726,215,,
2021,12,14,火,ごぼう,30400,北海道,001,17387,131,,
2021,12,14,火,ごぼう,30400,茨　城,008,14395,203,,
2021,12,14,火,ごぼう,30400,熊　本,043,7641,645,,
2021,12,14,火,たけのこ,30500,,,1654,2142,99.1,115.5
2021,12,14,火,たけのこ,30500,鹿児島,046,588,3013,,
2021,12,14,火,たけのこ,30500,福　岡,040,118,2305,,
2021,12,14,火,たけのこ,30500,徳　島,036,26,4748,,
2021,12,14,火,たけのこ,30500,三　重,024,13,2783,,
2021,12,14,火,たけのこ,30500,京　都,026,6,2142,,
2021,12,14,火,れんこん,30600,,,87472,468,94.8,102.0
2021,12,14,火,れんこん,30600,茨　城,008,47602,486,,
2021,12,14,火,れんこん,30600,佐　賀,041,13227,350,,
2021,12,14,火,れんこん,30600,徳　島,036,9914,591,,
2021,12,14,火,はくさい,31100,,,1848595,39,94.8,100.0
2021,12,14,火,はくさい,31100,茨　城,008,1118554,34,,
2021,12,14,火,はくさい,31100,大　分,044,181198,40,,
