年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
2021,12,17,金,野菜総量,30000,,,13125044,207,84.0,95.0
2021,12,17,金,野菜総量,30000,北海道,001,2856929,173,,
2021,12,17,金,野菜総量,30000,茨　城,008,1529143,127,,
2021,12,17,金,野菜総量,30000,愛　知,023,1253283,142,,
2021,12,17,金,野菜総量,30000,千　葉,012,1132970,141,,
2021,12,17,金,野菜総量,30000,熊　本,043,524336,322,,
2021,12,17,金,野菜総量,30000,長　崎,042,488108,164,,
2021,12,17,金,野菜総量,30000,鹿児島,046,469553,186,,
2021,12,17,金,だいこん,30100,,,1051006,59,85.9,105.4
2021,12,17,金,だいこん,30100,千　葉,012,311107,55,,
2021,12,17,金,だいこん,30100,神奈川,014,257276,55,,
2021,12,17,金,だいこん,30100,鹿児島,046,102220,59,,
2021,12,17,金,だいこん,30100,和歌山,030,78095,63,,
2021,12,17,金,だいこん,30100,長　崎,042,75892,60,,
2021,12,17,金,かぶ,30200,,,153712,110,91.4,101.9
2021,12,17,金,かぶ,30200,千　葉,012,60437,113,,
2021,12,17,金,かぶ,30200,福　岡,040,25819,92,,
2021,12,17,金,かぶ,30200,京　都,026,19334,149,,
2021,12,17,金,かぶ,30200,埼　玉,011,14015,82,,
2021,12,17,金,かぶ,30200,三　重,024,6230,83,,
2021,12,17,金,にんじん,30300,,,812471,103,69.5,102.0
2021,12,17,金,にんじん,30300,千　葉,012,321788,99,,
2021,12,17,金,にんじん,30300,長　崎,042,125777,68,,
2021,12,17,金,にんじん,30300,愛　知,023,117417,102,,
2021,12,17,金,にんじん,30300,香　川,037,66920,244,,
2021,12,17,金,にんじん,30300,鹿児島,046,34330,73,,
2021,12,17,金,ごぼう,30400,,,95240,299,44.4,118.7
2021,12,17,金,ごぼう,30400,青　森,002,46412,238,,
2021,12,17,金,ごぼう,30400,北海道,001,15614,134,,
2021,12,17,金,ごぼう,30400,茨　城,008,11034,215,,
2021,12,17,金,ごぼう,30400,熊　本,043,7947,730,,
2021,12,17,金,たけのこ,30500,,,2427,2734,103.1,124.6
2021,12,17,金,たけのこ,30500,鹿児島,046,486,4456,,
2021,12,17,金,たけのこ,30500,福　岡,040,388,3937,,
2021,12,17,金,たけのこ,30500,静　岡,022,206,3049,,
