年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
2021,10,12,火,果実総量,40000,,,3992940,391,81.1,108.9
2021,10,12,火,国産果実総量,40001,,,3379060,414,82.4,107.5
2021,10,12,火,国産果実総量,40001,和歌山,030,732121,281,,
2021,10,12,火,国産果実総量,40001,青　森,002,434462,358,,
2021,10,12,火,国産果実総量,40001,長　野,020,397989,827,,
2021,10,12,火,国産果実総量,40001,熊　本,043,284240,166,,
2021,10,12,火,国産果実総量,40001,奈　良,029,201016,238,,
2021,10,12,火,国産果実総量,40001,愛　媛,038,144214,231,,
2021,10,12,火,国産果実総量,40001,長　崎,042,113077,186,,
2021,10,12,火,みかん,40100,,,982252,206,64.9,100.5
2021,10,12,火,みかん,40100,熊　本,043,278084,163,,
2021,10,12,火,みかん,40100,和歌山,030,172401,254,,
2021,10,12,火,みかん,40100,愛　媛,038,130872,195,,
2021,10,12,火,みかん,40100,長　崎,042,94085,171,,
2021,10,12,火,みかん,40100,三　重,024,87270,276,,
2021,10,12,火,その他雑かん,41999,,,16840,625,55.3,124.3
2021,10,12,火,りんご計,42000,,,812724,351,95.2,101.2
2021,10,12,火,りんご計,42000,青　森,002,431723,356,,
2021,10,12,火,りんご計,42000,長　野,020,241984,376,,
2021,10,12,火,つがる,42204,,,8634,278,112.6,132.4
2021,10,12,火,つがる,42204,青　森,002,7680,289,,
2021,10,12,火,ジョナゴルド,42505,,,11005,352,45.8,95.4
2021,10,12,火,ジョナゴルド,42505,岩　手,003,10820,353,,
2021,10,12,火,王林,42515,,,88,108,21.7,41.9
2021,10,12,火,王林,42515,福　島,007,88,108,,
2021,10,12,火,ふじ,42804,,,280534,374,76.3,101.6
2021,10,12,火,ふじ,42804,青　森,002,255775,384,,
2021,10,12,火,その他りんご,42999,,,512463,339,112.9,102.4
2021,10,12,火,日本なし計,43000,,,225202,437,176.7,104.0
2021,10,12,火,日本なし計,43000,栃　木,009,58588,441,,
2021,10,12,火,日本なし計,43000,新　潟,015,28645,457,,
2021,10,12,火,日本なし計,43000,長　野,020,24789,561,,
2021,10,12,火,日本なし計,43000,福　島,007,23690,402,,
2021,10,12,火,日本なし計,43000,茨　城,008,23555,429,,
2021,10,12,火,豊水,43205,,,6640,448,158.1,101.6
2021,10,12,火,豊水,43205,秋　田,005,6170,461,,
2021,10,12,火,二十世紀,43302,,,530,265,59.6,106.4
2021,10,12,火,二十世紀,43302,群　馬,010,420,257,,
2021,10,12,火,二十世紀,43302,山　形,006,110,297,,
2021,10,12,火,新高,43310,,,100668,408,150.5,102.8
2021,10,12,火,新高,43310,新　潟,015,28645,457,,
2021,10,12,火,新高,43310,大　分,044,22890,423,,
2021,10,12,火,新高,43310,福　島,007,18950,390,,
2021,10,12,火,新高,43310,宮　城,004,12320,358,,
2021,10,12,火,その他なし,43401,,,117364,461,211.6,102.7
2021,10,12,火,西洋なし,43499,,,11675,455,102.8,115.8
2021,10,12,火,西洋なし,43499,長　野,020,6567,490,,
2021,10,12,火,西洋なし,43499,山　形,006,2071,435,,
2021,10,12,火,西洋なし,43499,福　島,007,1646,424,,
2021,10,12,火,かき計,43500,,,884159,289,83.1,102.1
2021,10,12,火,かき計,43500,和歌山,030,553127,283,,
2021,10,12,火,かき計,43500,奈　良,029,201005,238,,
2021,10,12,火,甘がき,43700,,,85042,421,122.6,93.3
2021,10,12,火,甘がき,43700,福　岡,040,23764,316,,
2021,10,12,火,甘がき,43700,岐　阜,021,23183,438,,
2021,10,12,火,甘がき,43700,愛　知,023,15821,347,,
2021,10,12,火,甘がき,43700,鳥　取,031,11814,744,,
2021,10,12,火,渋がき,43751,,,799119,275,80.3,101.5
2021,10,12,火,渋がき,43751,和歌山,030,552962,283,,
2021,10,12,火,渋がき,43751,奈　良,029,198661,238,,
2021,10,12,火,すもも,44700,,,4193,708,91.2,99.7
2021,10,12,火,すもも,44700,北海道,001,4077,720,,
2021,10,12,火,ぶどう計,45000,,,251638,1628,87.6,102.1
2021,10,12,火,ぶどう計,45000,長　野,020,123451,1768,,
2021,10,12,火,ぶどう計,45000,岡　山,033,60862,1381,,
2021,10,12,火,ぶどう計,45000,山　梨,019,52997,1734,,
2021,10,12,火,デラウェア,45202,,,50,781,7.6,120.3
2021,10,12,火,デラウェア,45202,山　形,006,50,781,,
2021,10,12,火,巨峰,45206,,,33431,1342,76.1,100.5
2021,10,12,火,巨峰,45206,長　野,020,28358,1354,,
2021,10,12,火,その他ぶどう,45299,,,218162,1672,89.9,101.8
2021,10,12,火,くり,45700,,,20395,875,87.3,121.4
2021,10,12,火,くり,45700,茨　城,008,15680,738,,
2021,10,12,火,くり,45700,愛　媛,038,3815,1313,,
2021,10,12,火,いちご,46100,,,4063,2204,100.2,89.3
2021,10,12,火,いちご,46100,北海道,001,1465,2545,,
2021,10,12,火,いちご,46100,長　野,020,1100,2236,,
2021,10,12,火,いちご,46100,青　森,002,686,1185,,
2021,10,12,火,メロン計,47000,,,92916,587,95.7,103.3
2021,10,12,火,メロン計,47000,北海道,001,51065,536,,
2021,10,12,火,メロン計,47000,茨　城,008,13056,492,,
2021,10,12,火,メロン計,47000,静　岡,022,11515,992,,
2021,10,12,火,温室メロン,47200,,,32423,685,98.7,98.8
2021,10,12,火,温室メロン,47200,茨　城,008,12376,495,,
2021,10,12,火,温室メロン,47200,静　岡,022,11515,992,,
2021,10,12,火,温室メロン,47200,長　崎,042,2564,488,,
2021,10,12,火,アンデス,47213,,,1185,485,152.7,120.3
2021,10,12,火,アンデス,47213,山　形,006,1185,485,,
2021,10,12,火,その他メロン,47299,,,59308,536,93.5,106.1
2021,10,12,火,すいか,48100,,,23685,248,88.0,88.6
2021,10,12,火,すいか,48100,長　崎,042,16128,228,,
2021,10,12,火,すいか,48100,茨　城,008,3022,350,,
2021,10,12,火,キウイフルツ,49300,,,3574,906,69.1,88.4
2021,10,12,火,キウイフルツ,49300,福　岡,040,2101,1015,,
2021,10,12,火,キウイフルツ,49300,香　川,037,724,1018,,
2021,10,12,火,キウイフルツ,49300,佐　賀,041,297,480,,
2021,10,12,火,他の国産果実,49500,,,45758,882,89.8,103.0
2021,10,12,火,輸入果実計,50000,,,613870,265,74.7,117.3
2021,10,12,火,バナナ,50100,,,324151,177,60.2,111.3
2021,10,12,火,パイナップル,50300,,,76753,178,111.2,100.0
2021,10,12,火,レモン,50400,,,28365,264,103.3,106.9
2021,10,12,火,グレプフルツ,50500,,,33113,151,83.0,100.7
2021,10,12,火,オレンジ,50600,,,41072,253,105.1,98.4
2021,10,12,火,輸入キウイ,50800,,,68247,568,104.2,96.1
2021,10,12,火,輸入メロン,50850,,,1594,308,501.3,83.0
2021,10,12,火,他の輸入果実,50900,,,40585,731,95.2,115.5
