年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
2021,11,12,金,野菜総量,30000,,,12089728,201,82.4,92.6
2021,11,12,金,野菜総量,30000,北海道,001,3193067,164,,
2021,11,12,金,野菜総量,30000,茨　城,008,2002186,130,,
2021,11,12,金,野菜総量,30000,千　葉,012,1093534,135,,
2021,11,12,金,野菜総量,30000,愛　知,023,681617,211,,
2021,11,12,金,野菜総量,30000,長　野,020,601426,181,,
2021,11,12,金,野菜総量,30000,青　森,002,343262,205,,
2021,11,12,金,野菜総量,30000,熊　本,043,319016,332,,
2021,11,12,金,だいこん,30100,,,1044767,60,93.7,98.4
2021,11,12,金,だいこん,30100,千　葉,012,328918,58,,
2021,11,12,金,だいこん,30100,長　崎,042,102825,55,,
2021,11,12,金,だいこん,30100,神奈川,014,85778,70,,
2021,11,12,金,だいこん,30100,茨　城,008,77689,57,,
2021,11,12,金,だいこん,30100,徳　島,036,76242,58,,
2021,11,12,金,かぶ,30200,,,126361,120,94.6,101.7
2021,11,12,金,かぶ,30200,千　葉,012,57079,124,,
2021,11,12,金,かぶ,30200,埼　玉,011,15996,97,,
2021,11,12,金,かぶ,30200,福　岡,040,15300,84,,
2021,11,12,金,かぶ,30200,京　都,026,11392,162,,
2021,11,12,金,かぶ,30200,岐　阜,021,3490,108,,
2021,11,12,金,にんじん,30300,,,846900,101,90.6,88.6
2021,11,12,金,にんじん,30300,北海道,001,541481,88,,
2021,11,12,金,にんじん,30300,千　葉,012,129400,129,,
2021,11,12,金,にんじん,30300,青　森,002,91812,112,,
2021,11,12,金,ごぼう,30400,,,101511,196,69.7,96.1
2021,11,12,金,ごぼう,30400,青　森,002,51858,206,,
2021,11,12,金,ごぼう,30400,北海道,001,32228,111,,
2021,11,12,金,たけのこ,30500,,,276,1632,82.6,108.4
2021,11,12,金,たけのこ,30500,高　知,039,250,1551,,
2021,11,12,金,れんこん,30600,,,81989,413,95.0,101.0
2021,11,12,金,れんこん,30600,茨　城,008,48981,411,,
2021,11,12,金,れんこん,30600,佐　賀,041,10186,303,,
2021,11,12,金,れんこん,30600,徳　島,036,9199,529,,
2021,11,12,金,はくさい,31100,,,1552333,55,86.2,98.2
2021,11,12,金,はくさい,31100,茨　城,008,850562,52,,
2021,11,12,金,はくさい,31100,長　野,020,272673,53,,
2021,11,12,金,はくさい,31100,大　分,044,188829,67,,
2021,11,12,金,みずな,31300,,,41126,352,83.2,95.4
2021,11,12,金,みずな,31300,茨　城,008,24369,333,,
2021,11,12,金,みずな,31300,福　岡,040,7432,372,,
2021,11,12,金,みずな,31300,滋　賀,025,1763,322,,
2021,11,12,金,こまつな,31500,,,104580,221,79.7,92.1
2021,11,12,金,こまつな,31500,茨　城,008,31469,221,,
2021,11,12,金,こまつな,31500,福　岡,040,27603,184,,
2021,11,12,金,こまつな,31500,埼　玉,011,9669,216,,
2021,11,12,金,こまつな,31500,広　島,034,5059,275,,
2021,11,12,金,こまつな,31500,北海道,001,3377,251,,
2021,11,12,金,その他の菜類,31550,,,5289,279,96.6,85.8
2021,11,12,金,ちんげんさい,31560,,,36679,249,85.0,96.5
2021,11,12,金,ちんげんさい,31560,茨　城,008,11613,232,,
2021,11,12,金,ちんげんさい,31560,静　岡,022,8644,309,,
2021,11,12,金,ちんげんさい,31560,愛　知,023,2866,218,,
2021,11,12,金,ちんげんさい,31560,福　岡,040,2811,227,,
2021,11,12,金,ちんげんさい,31560,埼　玉,011,1990,174,,
2021,11,12,金,キャベツ,31700,,,1648435,76,114.1,95.0
2021,11,12,金,キャベツ,31700,愛　知,023,452078,82,,
2021,11,12,金,キャベツ,31700,千　葉,012,380986,75,,
2021,11,12,金,キャベツ,31700,茨　城,008,299331,72,,
2021,11,12,金,キャベツ,31700,北海道,001,75255,64,,
2021,11,12,金,キャベツ,31700,神奈川,014,72914,72,,
2021,11,12,金,ほうれんそう,31800,,,152572,428,77.8,97.9
2021,11,12,金,ほうれんそう,31800,群　馬,010,45329,375,,
2021,11,12,金,ほうれんそう,31800,茨　城,008,24891,391,,
2021,11,12,金,ほうれんそう,31800,岐　阜,021,17886,560,,
2021,11,12,金,ほうれんそう,31800,長　野,020,8673,393,,
2021,11,12,金,ほうれんそう,31800,福　岡,040,7684,476,,
2021,11,12,金,ねぎ,31900,,,448246,292,77.9,97.7
2021,11,12,金,ねぎ,31900,北海道,001,86238,274,,
2021,11,12,金,ねぎ,31900,秋　田,005,45371,193,,
2021,11,12,金,ねぎ,31900,青　森,002,32219,179,,
2021,11,12,金,ねぎ,31900,長　野,020,31418,279,,
2021,11,12,金,ねぎ,31900,山　形,006,25501,189,,
2021,11,12,金,ふき,32300,,,7192,297,163.6,93.4
2021,11,12,金,ふき,32300,愛　知,023,6988,293,,
2021,11,12,金,うど,32400,,,8,1620,66.7,147.5
2021,11,12,金,うど,32400,茨　城,008,8,1620,,
2021,11,12,金,みつば,32500,,,13708,457,100.4,98.3
2021,11,12,金,みつば,32500,愛　知,023,2832,413,,
