年,月,日,曜日,品目名,品目コード,産地名,産地コード,数量,価格,対前日比（数量）,対前日比（価格）
2021,11,22,月,果実総量,40000,,,5658820,370,116.3,100.5
2021,11,22,月,国産果実総量,40001,,,4733708,398,121.1,100.8
2021,11,22,月,国産果実総量,40001,愛　媛,038,688736,347,,
2021,11,22,月,国産果実総量,40001,和歌山,030,642582,292,,
2021,11,22,月,国産果実総量,40001,青　森,002,539872,435,,
2021,11,22,月,国産果実総量,40001,長　崎,042,477590,345,,
2021,11,22,月,国産果実総量,40001,熊　本,043,439145,268,,
2021,11,22,月,国産果実総量,40001,福　岡,040,287011,420,,
2021,11,22,月,国産果実総量,40001,山　形,006,242220,368,,
2021,11,22,月,みかん,40100,,,2638752,278,119.4,100.7
2021,11,22,月,みかん,40100,愛　媛,038,597853,320,,
2021,11,22,月,みかん,40100,和歌山,030,587412,280,,
2021,11,22,月,みかん,40100,長　崎,042,454509,294,,
2021,11,22,月,みかん,40100,熊　本,043,379252,217,,
2021,11,22,月,みかん,40100,静　岡,022,163308,261,,
2021,11,22,月,その他雑かん,41999,,,95704,726,144.2,101.7
2021,11,22,月,りんご計,42000,,,968199,400,127.3,97.1
2021,11,22,月,りんご計,42000,青　森,002,528870,431,,
2021,11,22,月,りんご計,42000,長　野,020,150759,405,,
2021,11,22,月,りんご計,42000,山　形,006,137990,303,,
2021,11,22,月,つがる,42204,,,210,311,－,－
2021,11,22,月,つがる,42204,長　野,020,210,311,,
2021,11,22,月,ジョナゴルド,42505,,,60171,413,167.7,102.5
2021,11,22,月,ジョナゴルド,42505,青　森,002,59616,414,,
2021,11,22,月,王林,42515,,,64226,350,107.8,104.2
2021,11,22,月,王林,42515,青　森,002,45154,371,,
2021,11,22,月,王林,42515,秋　田,005,7410,344,,
2021,11,22,月,ふじ,42804,,,707788,407,128.0,96.4
2021,11,22,月,ふじ,42804,青　森,002,310520,460,,
2021,11,22,月,ふじ,42804,長　野,020,141445,411,,
2021,11,22,月,ふじ,42804,山　形,006,134973,302,,
2021,11,22,月,その他りんご,42999,,,135804,376,121.2,91.7
2021,11,22,月,日本なし計,43000,,,20050,457,61.4,95.4
2021,11,22,月,日本なし計,43000,大　分,044,15525,459,,
2021,11,22,月,日本なし計,43000,茨　城,008,1975,392,,
2021,11,22,月,その他なし,43401,,,20050,457,72.1,96.4
2021,11,22,月,西洋なし,43499,,,100306,523,145.3,99.4
2021,11,22,月,西洋なし,43499,山　形,006,81791,472,,
2021,11,22,月,かき計,43500,,,614723,335,114.6,100.0
2021,11,22,月,かき計,43500,奈　良,029,164789,337,,
2021,11,22,月,かき計,43500,福　岡,040,135279,319,,
2021,11,22,月,かき計,43500,岐　阜,021,104000,381,,
2021,11,22,月,かき計,43500,和歌山,030,51583,395,,
2021,11,22,月,かき計,43500,愛　媛,038,46540,292,,
2021,11,22,月,甘がき,43700,,,514124,345,126.3,100.3
2021,11,22,月,甘がき,43700,奈　良,029,163617,338,,
2021,11,22,月,甘がき,43700,福　岡,040,135279,319,,
2021,11,22,月,甘がき,43700,岐　阜,021,103720,381,,
2021,11,22,月,甘がき,43700,和歌山,030,51062,391,,
2021,11,22,月,渋がき,43751,,,100599,285,77.8,92.2
2021,11,22,月,渋がき,43751,愛　媛,038,39336,277,,
2021,11,22,月,渋がき,43751,新　潟,015,20815,331,,
2021,11,22,月,渋がき,43751,山　形,006,19906,307,,
2021,11,22,月,渋がき,43751,徳　島,036,7500,194,,
2021,11,22,月,もも,44100,,,65,4785,19.9,147.0
2021,11,22,月,もも,44100,岡　山,033,65,4785,,
2021,11,22,月,ぶどう計,45000,,,39606,2129,84.4,101.7
2021,11,22,月,ぶどう計,45000,長　野,020,26427,2582,,
2021,11,22,月,ぶどう計,45000,青　森,002,7166,657,,
2021,11,22,月,巨峰,45206,,,2200,1718,96.5,99.7
2021,11,22,月,巨峰,45206,長　野,020,1960,1775,,
2021,11,22,月,その他ぶどう,45299,,,37408,2153,83.8,101.9
2021,11,22,月,いちご,46100,,,124221,2098,150.7,98.7
2021,11,22,月,いちご,46100,栃　木,009,49571,1896,,
2021,11,22,月,いちご,46100,福　岡,040,13459,2827,,
2021,11,22,月,いちご,46100,愛　知,023,11601,2006,,
2021,11,22,月,いちご,46100,長　崎,042,11274,2207,,
2021,11,22,月,いちご,46100,宮　城,004,10895,1840,,
2021,11,22,月,メロン計,47000,,,70584,732,126.5,108.1
2021,11,22,月,メロン計,47000,熊　本,043,35824,572,,
2021,11,22,月,メロン計,47000,静　岡,022,13459,1376,,
2021,11,22,月,メロン計,47000,長　崎,042,10160,467,,
2021,11,22,月,温室メロン,47200,,,43606,830,129.2,107.9
2021,11,22,月,温室メロン,47200,熊　本,043,13643,575,,
2021,11,22,月,温室メロン,47200,静　岡,022,13459,1376,,
2021,11,22,月,温室メロン,47200,長　崎,042,9231,468,,
2021,11,22,月,アンデス,47213,,,3320,477,80.4,97.7
2021,11,22,月,アンデス,47213,熊　本,043,3320,477,,
2021,11,22,月,その他メロン,47299,,,23662,586,132.2,107.3
2021,11,22,月,すいか,48100,,,16934,256,127.6,89.8
2021,11,22,月,すいか,48100,熊　本,043,14386,249,,
2021,11,22,月,キウイフルツ,49300,,,31482,496,131.1,82.4
2021,11,22,月,キウイフルツ,49300,栃　木,009,20291,396,,
2021,11,22,月,キウイフルツ,49300,福　岡,040,4931,650,,
2021,11,22,月,他の国産果実,49500,,,13101,810,138.6,88.9
2021,11,22,月,輸入果実計,50000,,,925106,227,96.7,89.0
2021,11,22,月,バナナ,50100,,,612288,150,109.6,92.6
2021,11,22,月,パイナップル,50300,,,89239,168,101.7,96.0
2021,11,22,月,レモン,50400,,,21688,290,33.7,138.1
2021,11,22,月,グレプフルツ,50500,,,30834,156,148.7,90.2
2021,11,22,月,オレンジ,50600,,,36676,248,83.2,104.2
2021,11,22,月,輸入キウイ,50800,,,81714,582,77.4,99.5
2021,11,22,月,輸入メロン,50850,,,4119,321,85.5,107.7
2021,11,22,月,他の輸入果実,50900,,,48556,705,68.8,105.1
